Name,Rating,Code,CMR Price,Event Price,Full Price,nombre_comercial,marca,modelo,tipo,género,horma,material,material_del_forro,material_de_la_suela,tipo_de_caña,,temporada,material_del_interior,hecho_en,transpirabilidad_de_la_tela,altura_de_la_plataforma,tipo_de_ajuste,forma_de_la_punta,altura_del_tacón,tipo_de_suela,registro_sic
Tenis Skechers para Mujer Moda Bobssquad Chaos Foff,(0),Código: 72820603,,,249.990,Bobssquad Chaos Foff,Skechers,117209NVY,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis moda Skechers Air Airmatic SL para Niña,(0),Código: 72890122,,,214.990,,Skechers,303606LBKBL,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis Moda Diadora Boy Crego para Niño Velcro,4.9 (7),Código: 883001634,99.990,109.990,129.990,,Diadora,Boy Crego Mu,Tenis moda,Niño,Normal,Sintético,Poliéster,Sintético,,,Toda temporada,,,,,Velcro,,,,
Tenis Adidas Mujer Running Ultraboost,4.8 (225),Código: 64105906,,,899.990,Ultraboost,Adidas,HQ6353ULTRA0201,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas Mujer Moda Retropy F2 W,4.8 (93),Código: 65556785,,,459.990,Retropy F2 W,Adidas,HQ4387,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Puma Graviton Ac para Niña Velcro,(0),Código: 72722168,202.890,231.890,289.900,,Puma,38198818,Tenis moda,Niña,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,Velcro,,,,
Tenis Mountain Gear Sp Terros Niño Velcro,4.5 (55),Código: 45743108,65.990,76.990,109.990,,Mountain Gear,SP TERROS NE,Tenis moda,Niño,Normal,Sintético,,Caucho,,,Toda temporada,Sintético,,,,Velcro,,,,
Tenis Adidas Hombre Moda Stan Smith,4.7 (9781),Código: 10715308,,,599.950,Stan Smith,Adidas Originals,FX5502STAN0101,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers para Mujer Moda Skech Air Dynamight Perfect S,5 (1),Código: 72820719,,,269.990,Dynamight,Skechers,149754CCSL,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis Skechers para Hombre Moda Summits Torre,(0),Código: 72835288,,,254.990,Summits,Skechers,232395BKCC,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Asics Hombre Running Gel Contend 8,5 (13),Código: 69295223,,,319.990,Gel Contend 8,Asics,1011B492.024,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Converse Unisex Moda Chuck Taylor All Star Lugged 2 | 0,5 (1),Código: 58145138,328.990,375.990,469.990,Chuck Taylor All Star Lugged 2.0,Converse,A00870C,Tenis moda,Unisex,Grande,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics para Mujer Running Gt-2000 10,5 (1),Código: 72800717,,,529.990,GT,Asics,1012B045-704,Tenis deportivos,Mujer,Normal,Tela,,Caucho,,,,Poliéster,,Sí,,,,,,
Tenis Bearcliff para Hombre Moda Askar3,1 (1),Código: 882994888,103.990,,,Askar3,Bearcliff,Askar3 Bl2,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Sintético,,,Toda temporada,,,,,,,,,
Tenis Basement para Mujer Moda Bambory2,4 (1),Código: 882994585,119.990,,,Bambory,Basement,Bambory2 Ne,Tenis moda,Mujer,Normal,Sintético,Textil,Sintético,,,Toda temporada,,,,,,,,,
Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis azules cómodos Skechers para mujer. Zapatillas moda D'Luxfitness,5 (13),Código: 70961985,,,359.900,D'Luxfitness,Skechers,149835NVMT,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Converse para Mujer Moda Chuck Taylor All Star Lift,5 (4),Código: 71195889,,,424.990,Chuck Taylor All Star Lift,Converse,A06063C,Tenis moda,Mujer,Grande,Tela,,Caucho,Alta,,,Poliéster,,,,,,,,
Tenis Nike para Hombre Blazer Mid '77 Vintage,4.4 (17),Código: 72715109,,,589.990,Blazer,Nike,BQ6806,Tenis moda,Hombre,Normal,Sintético,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis La Martina para Hombre Moda Andres,(0),Código: 883029154,,,259.990,Andres,La Martina,Andres Az,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Goma,,,Toda temporada,,,,,,,,,
Tenis Mountain Gear Sp Ulmo Niño Velcro,5 (2),Código: 882812373,89.990,104.990,149.990,,Mountain Gear,SP ULMO6 CA,Tenis moda,Niño,,Sintético,,Sintético,,,Toda temporada,Sintético,China,,,Velcro,,,,
Tenis Under Armour para Hombre Running Phade RN 2 | Zapatillas Under Armour Phade RN 2,4.7 (11),Código: 72763394,,,269.990,Surge 3 Camo,Under Armour,3027576-001,Tenis,Hombre,Normal,Sintético,Textil,Goma,,,,,,Sí,,,,,,
Tenis Asics para Hombre Lifestyle Gel-Game 9 Clay/Oc,5 (1),Código: 71284071,,,399.990,Gel-Game 9 Clay/Oc,Asics,1041A358-600,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Nike para Mujer Running Revolution7,(0),Código: 72875533,,,344.990,Revolution,Nike,FB2208-001-BLK,Tenis,Mujer,Normal,Tela,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis moda Call It Spring Venus Mujer,3 (1),Código: 51935949,,,,Venus,Call It Spring,VENUS060,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,,,Toda temporada,,,,,,,,,
Tenis New Balance 500 para Niña Velcro,4 (1),Código: 69653007,229.590,262.390,327.990,,New Balance,PV500BB1,Tenis deportivos,Niña,Normal,Tela,,Caucho,,,Toda temporada,Textil,,,,Velcro,,,,
Tenis Fratta para Mujer Running Elinaty,5 (3),Código: 882814862,,,149.990,Elinaty,Fratta,Elinaty Ne,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Asics para Hombre Lifestyle Gel-Challenger 14,4.6 (5),Código: 71284124,,,549.990,Gel-Challenger 14,Asics,1041A405-400,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok Kids Bb 4000 Ii para Niño,5 (1),Código: 72793456,,,249.900,,Reebok,100033208,Tenis moda,Niño,Normal,Sintético,,Goma,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis Adidas Originals para Mujer Moda Gazelle | Tenis Adidas Galleze Rosados con Plataforma,4.8 (552),Código: 72762154,,,649.950,Gazelle,Adidas Originals,ID6997,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis moda Nike Air Force 1 '07 Ess Trnd Mujer,5 (1),Código: 64598757,,,819.990,Air Force 1,Nike,DQ7569-102-WHT,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Converse Ctas Cx Explore | Tenis de moda Converse,5 (1),Código: 72763237,,,524.990,Ctas Cx Explore,Converse,A02410C,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,No aplica,,,,,,,,,,,
Tenis Adidas para Mujer Moda Gazelle,(0),Código: 72905198,,,649.990,Gazelle,Adidas,IE0421,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Under Armour Hombre Moda Essential,4.7 (11),Código: 19159289,,,289.900,Essential,Under Armour,3022954-004,Tenis moda,Hombre,,Tela,,Goma,,,Toda temporada,Textil,Vietnam,,,,,,,
Tenis Skechers para Mujer Slip Ins Moda On The Goflex Astoni,5 (3),Código: 72806247,,,319.990,Slip In,Skechers,136542TPE,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis New Balance para Mujer Moda 373,(0),Código: 72894329,,,314.990,373,New Balance,WL373RE2,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Adidas Originals Hombre Moda Gazelle,(0),Código: 72712680,,,599.950,Gazelle,Adidas Originals,IG1061,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok para Hombre Moda Glide,(0),Código: 72816109,,,299.900,Glide,Reebok,100034365,Tenis moda,Hombre,Normal,Sintético,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Moda Yamp Sp Basic para Niño con Velcro | Tenis Blancos para Niño Yamp,4.9 (13),Código: 883030932,69.990,,,,Yamp,SP BASIC BL,Tenis moda,Niño,Normal,Sintético,Poliéster,Sintético,,,Toda temporada,,,,,Velcro,,,,
Tenis moda Diadora Girl Caltu para Niña Velcro,4.3 (4),Código: 883031213,,,129.990,,Diadora,Girl Caltu Bl,Tenis moda,Niña,Normal,Sintético,Malla (nylon),Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Skechers para Hombre Moda Gowalkair2.0 Crosser,5 (1),Código: 71008392,,,359.990,Go Walk,Skechers,216153NVBL,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis Fratta para Mujer Running Idastrap,(0),Código: 883014772,89.990,104.990,149.990,Idastrap,Fratta,Idastrap Rs,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Skechers Hombre Moda Go Walk Massage Fit,(0),Código: 71008406,269.990,314.990,449.990,Go Walk Massage Fit,Skechers,216404CHAR,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis New Balance Mujer Running Fuel Core Coast V4,5 (1),Código: 3843468,,,289.990,,New Balance,WCSTLRG4,Tenis deportivos,Mujer,Normal,Tela,,Goma,,,Toda temporada,Textil,Vietnam,,,,,,,
Zapatillas de Ciclismo Mountain Gear para Hombre Bicicroscufi. Zapatos para montar bicicleta,4.9 (20),Código: 882556044,,,,Bicicroscufi,Mountain Gear,BICICROSCUFI GR,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis moda Veja V-10 Hombre,5 (1),Código: 28369591,847.990,953.990,1.059.990,V-10,Veja,VX0102499B,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Call It Spring para Hombre Moda Kiaro,5 (4),Código: 71742388,161.990,188.990,269.990,Kiaro,Call It Spring,KIARO007,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Under Armour para Hombre Running Charged Assert 10 | Zapatillas Under Armour Charged Assert 10,5 (2),Código: 72790035,,,349.990,Charged Assert 10,Under Armour,3026175-001,Tenis,Hombre,Normal,Sintético,,Sintético,,,,Textil,,No,,,,,,
Tenis Asics Hombre Running Jolt 4,4.8 (21),Código: 64276579,,,279.990,Jolt,Asics,1011B603.020,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis Puma Rebound Layup para Niño Velcro,(0),Código: 72805214,,,269.990,,Puma,370492 01,Tenis moda,Niño,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis con luces Skechers Flutterheartlights B para Niña Velcro,(0),Código: 72794599,160.890,183.890,229.900,,Skechers,302317L-PKMT,Tenis con luces,Niña,Normal,Tela,,Goma,,,Toda temporada,Poliéster,,,,Velcro,,,,
Tenis Reebok para Hombre Running Energen Plus 2 | Zapatillas Reebok Hombre de moda color Noche Negro,(0),Código: 72832781,,,269.990,Energen Plus 2,Reebok,100033935,Tenis,Hombre,Normal,Sintético,Textil,Caucho,,,,,,Sí,,,,,,
Tenis Asics para Hombre Running Gel-Contend 8,5 (2),Código: 71278935,,,349.990,Gel-Contend 8,Asics,1011B492-026,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics para Mujer Running Gt 1000 12,5 (12),Código: 71282048,,,549.990,GT,Asics,1012B450-002,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Hoka Hombre Trail Challenger Atr 7,5 (1),Código: 67134569,,,834.990,Challenger ATR 7,Hoka,1134497-CVOR,Tenis deportivos,Hombre,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Puma para Hombre Graviton . Tenis de Moda Puma,4.8 (18),Código: 72716161,,,409.990,Graviton,Puma,380738 27,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Sybilla para Mujer Moda Bosinew,4.3 (7),Código: 882994511,,,109.990,Bosinew,Sybilla,Bosinew Ne,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers para Hombre Moda Crossbar Stilholt,5 (2),Código: 71008460,,,319.990,Crossbar Stilholt,Skechers,51887NVBK,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,No aplica,,,,,,,,,,,
Tenis moda Diadora Boy Bamtelo para Niño,(0),Código: 883031328,,,119.990,,Diadora,Boy Bamtelo Ne,Tenis moda,Niño,Normal,Sintético,Malla (nylon),Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis con Luces Skechers Sweetheart Lights para Niña Velcro,4.6 (16),Código: 70160506,160.890,183.890,229.900,,Skechers,302312L-PKMT,Tenis con luces,Niña,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,Velcro,,,,
Tenis Reebok para Hombre Running Zig Dynamica 4 | Tenis para Hombre de Running Color Gris,2 (1),Código: 72815816,,,389.900,Zig Dynamica 4,Reebok,100033401,Tenis,Hombre,Normal,Sintético,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas Runfalcon 3.0 K Unisex Infantil,4.8 (597),Código: 72882032,,,289.950,,Adidas,IF8580,Tenis moda,Unisex niño,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Adidas para Hombre Moda VL Court 3.0,4.8 (56),Código: 72888879,,,329.990,VL Court 3.0,Adidas,ID6287,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Moda Diadora Bampu para Niña,5 (1),Código: 883001455,99.990,109.990,129.990,,Diadora,Girl Bampu Mu,Tenis moda,Niña,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Diadora Boy Crego 7 para Niño,5 (4),Código: 882817581,99.990,109.990,139.990,,Diadora,Boy Crego7 Ne,Tenis moda,Niño,Normal,Sintético,,Sintético,,,Toda temporada,Sintético,,,,Cordones,,,,
Guayos Diadora para Cancha Sintética Futsof Unisex,(0),Código: 883001500,99.990,109.990,149.990,,Diadora,Futsof Fu,Guayos,Unisex,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis Moda Diadora Boy Courtnew para Niño,3 (2),Código: 883001444,99.990,109.990,129.990,,Diadora,Boy Courtnew Ne,Tenis moda,Niño,Normal,Sintético,Textil,Sintético,,,Toda temporada,,,,,Cordones,,,,
Tenis New Balance para Mujer Running 430,(0),Código: 72802490,,,259.990,430,NewBalance,WE430RK2,Tenis,Mujer,Normal,Tela,Textil,Caucho,,,,,,,,,,,,
Tenis Adidas para Mujer Moda Hoops 3.0,(0),Código: 72888795,,,399.990,Hoops 3.0,Adidas,ID1116,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok Hombre Moda Court Advance,4.8 (47),Código: 63868652,,,309.990,Court Advance,Reebok,GZ9618,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis adidas Hombre Moda Grandcourt,4.7 (863),Código: 64105918,,,299.990,Classic,Adidas,HP2258RUN 60101,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis deportivo On Running Running Hombre Cloudgo,(0),Código: 48606828,,,899.990,Cloudgo,On Running,5598631,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Aldo para Hombre Moda Oscar,(0),Código: 72853864,247.990,,,Oscar,Aldo,Oscar001,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis Skechers Mujer Moda D'Luxfitness,4.8 (27),Código: 70962007,,,319.900,D'Luxfitness,Skechers,149836BKMT,Tenis moda,Mujer,Normal,Cuero,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis moda Adidas Nizza Hi Rf para Hombre,4.8 (263),Código: 65556851,,,,Nizza Hi Rf,adidas,HQ8536,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Converse Blancos Chuck Taylor All Star Niño,5 (4),Código: 35606537,,,224.990,,Converse,3J253C,Tenis moda,Unisex,Normal,Tela,,Caucho,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis Spidey Adidas para Niño,5 (2),Código: 72810132,,,279.950,,Adidas,IG7180,Tenis moda,Niño,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Converse para Mujer Moda Chuck Taylor Allstar,(0),Código: 72870916,,,429.990,Chuck Taylor Allstar,Converse,A09116C,Tenis moda,Mujer,Normal,Tela,Poliéster,Caucho,Alta,,,,,,,,,,,
Tenis Call It Spring Hombre Moda Keller,5 (1),Código: 71235842,155.990,181.990,259.990,Keller,Call It Spring,KELLER001,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis moda Diadora Boy Bamtelo para Niño,4 (1),Código: 883031195,,,119.990,,Diadora,Boy Bamtelo Az,Tenis moda,Niño,Normal,Sintético,Malla (nylon),Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Adidas Vs Switch 3 CF para Niña,4.8 (507),Código: 39704084,188.990,215.990,269.950,Vs Switch 3 CF I,Adidas,GW6608VS SWI201,Tenis moda,Niña,Normal,Tela,Tela,Caucho,,,Toda temporada,,,,,,,,,
Tenis moda ALDO Astila Mujer,(0),Código: 32739969,,,,Astila,ALDO,ASTILA240,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,No aplica,,,,,,,,,,,
Tenis Adidas Fortarun 2.0 K Unisex Infantil,(0),Código: 72881974,,,319.950,,Adidas,ID2360,Tenis moda,Unisex niño,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Hoka para Hombre Running Clifton 9,(0),Código: 72783138,,,799.990,Clifton 9,Hoka,1127895-BAAB,Tenis,Hombre,Normal,Tela,Textil,Goma,,,,,,Sí,,,,,,
Tenis Reebok para Hombre Moda Court Peak,(0),Código: 72816053,,,339.900,Court Peak,Reebok,100033988,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Hoka para Hombre Running Challenger atr 7,(0),Código: 72863199,,,799.990,Challenger ATR 7,Hoka,1134497-HMCS,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Otoño-Invierno,,,,,,,,,
Tenis Aldo para Mujer Moda Courtana,5 (1),Código: 72853498,311.990,,,Courtana,Aldo,Courtana001,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis Mountain Gear Sp Ulmo Niño,5 (4),Código: 882817386,77.990,90.990,129.990,,Mountain Gear,SP ULMO6 CA,Tenis moda,Niño,,Sintético,,Sintético,,,Toda temporada,Sintético,China,,,Cordones,,,,
Tenis Adidas para Mujer Running Lite Racer 3.0,4.8 (647),Código: 72864207,,,329.990,Lite Racer,Adidas,Gw7955,Tenis,Mujer,Normal,Tela,Textil,Sintético,,,Toda temporada,,,,,,,,,
Tenis Nike Mujer Moda Air Max Excee Ewt Snkr,5 (4),Código: 60841668,,,724.990,Nike Air Max Excee Ewt Snkr,Nike,DR2402-100-WHT,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Nike Star Runner 3 para Niño Velcro,4.5 (11),Código: 30797409,,,304.950,Tenis Nike Niña Nike Star Runner 3,Nike,DA2777-601-RED,Tenis moda,Niña,Normal,Sintético,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Under Armour para Hombre Running Charged Breeze 2 | Zapatillas Under Armour Charged Breeze 2,4.8 (6),Código: 72763432,,,469.990,Charged Breeze 2,Under Armour,3026135-001,Tenis,Hombre,Normal,Tela,Textil,Sintético,,,,,,Sí,,,,,,
Tenis Moda Skechers Gowalk Joy Mujer,(0),Código: 31644484,,,259.900,Go Walk,Skechers,124187NVW,Tenis moda,Mujer,Normal,Sintético,,Sintético,,,Toda temporada,Poliéster,,,,,,,,
Tenis Call It Spring Mujer Moda Refresh,5 (1),Código: 70706291,175.990,,,Refresh,Call It Spring,REFRESH004,Tenis moda,Mujer,Normal,Sintético,,Sintético,,,Toda temporada,Poliéster,,,,,,,,
Tenis Reebok Hombre Moda Classic Leather,4.7 (1442),Código: 72714081,,,369.990,Classic Leather,Reebok,100008491,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Converse Unisex Moda Chuck Taylor All Star,4.9 (160),Código: 19772746,,,299.990,Tenis Converse Unisex Moda Chuck Taylor All Star,Converse,M9166C,Tenis moda,Unisex,Grande,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
"Guayos Adidas Goletto VIII Para Terreno Firme - Suela Con Taches De Caucho. Zapatilla De Fútbol, Color Negro De Hombre Con Cordones",4.7 (304),Código: 63085023,,,249.990,Goletto Viii Fg,Adidas,GX7793GOLET0401,Guayos,Hombre,Normal,Sintético,,Sintético,,,Toda temporada,Textil,,,,,,,,
Tenis Moda Aldo Hombre Stroesco,5 (3),Código: 64883043,209.990,244.990,349.990,Stroesco,ALDO,STROESCO220,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Moda Gazelle,4.9 (365),Código: 72905246,,,649.990,Gazelle,Adidas,IG1643,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Hoff Hombre Moda Rhodes,(0),Código: 69950948,,,499.990,Rhodes,HOFF,22317601,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Asics Hombre Running Dynablast 3,5 (1),Código: 71278778,,,499.990,Dynablast 3,Asics,1011B460-006,Tenis deportivos,Hombre,Normal,Sintético,Poliuretano,Caucho,,,Toda temporada,,,,,,,,,
Tenis moda Veja V-12 Hombre,4.5 (2),Código: 62677492,799.990,899.990,999.990,V-12,Veja,XD0202297B,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas para Hombre Moda Streetcheck,4.7 (224),Código: 25619507,,,379.950,Streetcheck,Adidas,GW5488STREE0603,Tenis,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Call It Spring para Mujer Moda Embery,5 (2),Código: 71742367,143.990,167.990,239.990,Embery,Call It Spring,EMBERY966,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,,,Toda temporada,,,,,,,,,
Tenis Puma Graviton Ac para Niño,5 (2),Código: 72722155,,,289.900,,Puma,38198816,Tenis moda,Niño,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis Reebok Hombre Moda Club C 85,5 (8),Código: 4319215,,,359.990,Club C 85,Reebok,AR0455CLUB0101,Tenis moda,Hombre,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,,,,,
Tenis Moda Aldo Hombre Blanco Wavespec,3.3 (3),Código: 51936411,351.990,,,Wavespec,ALDO,WAVESPEC110,Tenis moda,Hombre,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,,,,,
Tenis Reebok Hombre Running Energen Run 3,4.8 (8),Código: 63870039,271.990,,,Energen Run 3,Reebok,HR1888,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Nike para Hombre Moda Dunk Low Retro| Zapatillas Nike para Hombre Dunk,4 (1),Código: 72825854,,,649.950,Dunk,Nike,DV0831-104,Tenis moda,Hombre,Normal,Cuero,Poliéster,Caucho,No aplica,,,,,,,,,,,
Tenis Asics para Mujer Moda Gel-Nyc,(0),Código: 72833637,,,549.990,Gel-Nyc,Asics,1202A429-104,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis On Running para Hombre Outdoor Cloudvista,(0),Código: 72736551,,,899.990,Cloudvista,On Running,6498318,Tenis moda,Hombre,Normal,Tela,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis New Balance para Mujer Moda 373,(0),Código: 72894303,,,329.990,373,New Balance,WL373PA2,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok para Mujer Cross training Nano X3 Adventure,5 (2),Código: 72771003,,,579.990,Nano X3 Adventure,Reebok,100033322,Tenis,Mujer,Normal,Tela,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Reebok para Hombre Running Energen Tech,4 (8),Código: 72770983,,,269.990,Energen Tech,Reebok,100025753,Tenis,Hombre,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas Mujer Moda Court Plataforma,4.8 (434),Código: 72712690,,,399.990,Court Plataforma,Adidas,IG3112,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis moda Veja Minotaur Mujer,4.5 (2),Código: 62677027,847.990,953.990,1.059.990,Minotaur,Veja,TR0503118A,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas Mujer Moda Stan Smith W,5 (2),Código: 72712454,,,599.950,Stan Smith,Adidas,IE4634,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics para Hombre Running Gel Pulse 14 Gr0,5 (2),Código: 72742817,356.990,,,Gel Pulse 14 Gr0,Asics,1011B717-020,Tenis,Hombre,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Zapatillas de Ciclismo adidas para Hombre The Parley Road Sho. Zapatos para montar bicicleta,4.7 (47),Código: 38211674,,,,The Parley Road Sho,Adidas,GW6266THE P,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Nike para Hombre Running Renew Run4,(0),Código: 72875618,,,484.990,Renew Run,Nike,DR2677-002-BLK,Tenis,Hombre,Normal,Tela,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Skechers Mydreamers para Niña Velcro,5 (4),Código: 72794515,,,179.900,,Skechers,303155N-LVMT,Tenis moda,Niña,Normal,Tela,,Goma,,,Toda temporada,Poliéster,,,,Velcro,,,,
Tenis Skechers para Mujer Moda Archfit Infinitycool,4 (1),Código: 72836636,,,389.990,Archfit Infinitycool,Skechers,149722BKAQ,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
