type,gender,last_type,material,brand,sole_material,lining_material,season,made_in,insole_material,name,rating,code,cmr price,event price,full price,discipline,interior_material
Tenis moda,Mujer,Normal,Sintético,puma,Caucho,,Toda temporada,Indonesia,Textil,Tenis Puma para Mujer Moda Cali Dream Thrifted Wns,0.0,72794831,,,659990.0,,Textil
Tenis moda,Mujer,Normal,Tela,on running,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Onrunning para Mujer Moda Cloud 5,0.0,72901674,,,799990.0,Lifestyle,
Tenis moda,Unisex,Grande,Tela,converse,Sintético,Algodón,Toda temporada,Vietnam,,Tenis Converse Unisex Moda Chuck Taylor All Star Blanco,4.9,11776789,,,299990.0,,
Tenis moda,Hombre,Normal,Tela,converse,Caucho,,Toda temporada,Vietnam,Poliéster,Tenis Converse Cta Star Cx Explore | Tenis de moda Converse,0.0,72763243,36749.0,41999.0,524990.0,,Textil
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Glide Stepswift Quic,0.0,72791612,25199.0,29399.0,419990.0,,Poliéster
Tenis moda,Niña,,Cuero,bosi,Sintético,,Toda temporada,,,Tenis Bosi para Niña Moda Bambino Oro Rosa,5.0,3486993,,,159900.0,,Textil
Tenis,Hombre,Normal,Tela,hoka,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Hoka para Hombre Running Rincon 3,0.0,72783064,,,699990.0,Running,
Tenis deportivos,Mujer,Normal,Tela,under armour,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Mujer Running Charged Revital,5.0,72890717,,,309990.0,Running,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis moda Skechers Go Run 400 V2 para Niño Velcro,0.0,72883020,,,189990.0,,
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis negros cómodos Skechers para mujer. Zapatillas moda D'Luxfitness,4.9,70961982,,,359900.0,,
Tenis moda,Hombre,Normal,Gamuza,veja,Caucho,,Toda temporada,Brasil,Textil,Tenis Veja para Hombre Moda Campo,0.0,72783329,,,949990.0,,Poliéster
Tenis moda,Mujer,Normal,Sintético,puma,Caucho,Textil,Toda temporada,China,Textil,Tenis Puma para Mujer Karmen Rebelle Wns . Tenis de Moda Puma,4.9,72716541,29399.0,33599.0,419990.0,,
Tenis deportivos,Mujer,Normal,Tela,asics,Caucho,,Toda temporada,Vietnam,Poliéster,Tenis Asics para Mujer Running Gel-Kayano Lite 3,0.0,72800814,,,749990.0,Running,Poliéster
Tenis moda,Mujer,Normal,Tela,converse,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Converse para Mujer Moda Chuck Taylor All Start Lift,0.0,72870913,,,419990.0,Lifestyle,
Tenis moda,Niña,Normal,Tela,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers Wavy Lites Eureka Sh para Niña cierre de Velcro,5.0,72821913,,,149990.0,,
Tenis moda,Niño,Normal,Sintético,puma,Caucho,Textil,Toda temporada,China,Textil,Tenis Puma Rebound V6 Lo Ac para Niño,5.0,72805216,,,289990.0,,
Tenis moda,Niña,Normal,Sintético,skechers,Goma,,Toda temporada,China,,Tenis Skechers Uno Lite Niña,5.0,62842069,15039.0,17189.0,214900.0,,Poliéster
Tenis moda,Unisex,Grande,Tela,converse,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Converse Unisex Moda Chuck Taylor All Star Lugged 2 | 0,5.0,72726946,32899.0,37599.0,469990.0,,
Tenis moda,Mujer,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Moda Bravada 2.0 Platform,0.0,72888968,,,419990.0,Lifestyle,
Tenis moda,Mujer,Normal,Tela,diadora,Sintético,Malla (nylon),Toda temporada,China,Malla (Nylon),Tenis Diadora para Mujer Moda Vinfa4,4.8,883015837,11999.0,13999.0,199990.0,Lifestyle,
Tenis con luces,Niña,Normal,Sintético,skechers,Goma,,Toda temporada,China,Poliéster,Tenis con luces Skechers S Lightsremix para Niña,5.0,72794644,,,319900.0,,Poliéster
Tenis moda,Hombre,Normal,Sintético,nike,Goma,,Toda temporada,Vietnam,Poliéster,Tenis Nike para Hombre Moda Sb Zoom Nyjah 3,0.0,72784033,,,569950.0,,Poliéster
Tenis deportivos,Niña,Normal,Sintético,diadora,TPR,,Toda temporada,China,Textil,Tenis Diadora Highte2 para Niña Velcro,4.8,882816584,9999.0,10999.0,149990.0,,Malla (Nylon)
Tenis,Mujer,Normal,Tela,puma,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Puma para Mujer Cross Training Pwrframe Tr 2 Wns,0.0,72716628,46199.0,52799.0,659990.0,Cross training,
Tenis moda,Niño,Normal,Sintético,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok Club C para Niño,4.7,72815355,13989.0,15989.0,199900.0,,
Tenis moda,Mujer,Normal,Sintético,skechers,Caucho,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Dlites Coolchange,5.0,72836621,,,349990.0,,
Tenis moda,Mujer,Normal,Sintético,sybilla,Caucho,,Toda temporada,China,Poliéster,Tenis Sybilla con plataforma para Mujer Zucos,4.8,882815211,,,129990.0,,Poliéster
Tenis moda,Hombre,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers para Hombre Moda Summits Torre,4.0,72808041,,,254990.0,,
Tenis,Hombre,Normal,Tela,under armour,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Hombre Running Essential-GRY,0.0,72833460,,,289900.0,Running,
Tenis moda,Hombre,Normal,Sintético,adidas,Caucho,Textil,Toda temporada,China,Textil,Tenis Adidas para Hombre Moda Hoops 3.0,4.7,72888782,,,399990.0,Lifestyle,
Tenis moda,Niña,Normal,Sintético,adidas,Caucho,Textil,Toda temporada,India,Textil,Tenis Adidas Advantage para Niña Velcro,4.7,72808494,20299.0,23199.0,289950.0,,
Tenis moda,Niño,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas Breaknet para Niño Velcro,0.0,72808485,20299.0,23199.0,289950.0,,
Tenis moda,Hombre,Normal,Sintético,aldo,Goma,Poliéster,Toda temporada,China,,Tenis Moda ALDO Hombre Negro Stroesco,4.6,64883050,20999.0,24499.0,349990.0,,
Tenis deportivos,Hombre,Normal,Tela,reebok,Caucho,Sintético,Primavera-Verano,China,,Tenis Reebok Hombre Running Lite 3.0,4.5,38214798,,,219990.0,Running,
Guayos,Unisex,Normal,Sintético,diadora,Goma,Poliéster,Toda temporada,China,Poliéster,Guayos Diadora para Cancha Sintética Futsof Unisex,4.8,883001867,9999.0,10999.0,149990.0,,
Tenis moda,Hombre,Normal,Sintético,call it spring,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Call It Spring Hombre Moda Freshh,4.1,70706566,13199.0,15399.0,219990.0,,
Tenis,Hombre,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Running Ultrabounce TR Bounce,0.0,72780999,,,539950.0,Running,
Tenis,Hombre,Normal,Sintético,diadora,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Diadora para Hombre Running Robin,4.8,882861112,,,169990.0,Running,
Tenis,Hombre,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Myanmar,Textil,Tenis Adidas para Hombre Moda Tenis Courtbeat Court Lifestyle,4.7,72094148,,,329950.0,Lifestyle,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,,Toda temporada,Vietnam,Poliéster,Tenis Skechers Dynamic Flash Rezlur para Niño Velcro,5.0,72794679,,,199900.0,,Poliéster
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Summits Bright Charme,0.0,72890331,17999.0,19999.0,279900.0,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda Skech Air Dynamight Perfect S,5.0,72820725,,,269990.0,,
Tenis deportivos,Hombre,Normal,Sintético,asics,Caucho,Textil,Toda temporada,Camboya,Poliéster,Tenis Asics para Hombre Lifestyle Gel-Dedicate 8 Clay,5.0,71284195,,,349990.0,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,nike,Caucho,Textil,Toda temporada,Taiwán,,Tenis Nike para Hombre Moda Court Vision Mid Nn,4.4,60841517,,,454990.0,Lifestyle,
Tenis moda,Hombre,Normal,Cuero,nike,Goma,,Toda temporada,Indonesia,Poliéster,Tenis Nike para Hombre Moda Sb Zoom Blazer Mid Prm,5.0,72783947,,,649950.0,,Poliéster
Tenis moda,Mujer,Normal,Sintético,apology,Sintético,Poliéster,Toda temporada,China,Poliéster,Tenis Apology para Mujer Moda Izipy5,4.5,882994480,,,219990.0,Lifestyle,
Tenis deportivos,Hombre,Normal,Sintético,mountain gear,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Mountain Gear Hombre Outdoor Bontynalt,4.3,882258804,,,199990.0,Outdoor,
Tenis deportivos,Hombre,Normal,Tela,on running,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Onrunning para Hombre Running Cloud X 3,0.0,72901686,,,899990.0,Running,
Tenis moda,Mujer,Normal,Sintético,asics,Caucho,Poliéster,Toda temporada,Camboya,Poliéster,Tenis Asics para Mujer Moda Japan S Pf,5.0,72833626,,,359990.0,,
Tenis,Mujer,Normal,Sintético,under armour,Sintético,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Mujer Running Charged Bandit Trail 2 | Zapatillas Under Armour Charged Bandit Trail 2,5.0,72763375,34299.0,39199.0,489990.0,Running,
Tenis moda,Mujer,Normal,Sintético,call it spring,Goma,Poliéster,Toda temporada,China,,Tenis Moda Call It Spring Mujer Negro Gigii,4.4,53618841,14999.0,17499.0,249990.0,,
Tenis deportivos,Mujer,Normal,Sintético,reebok,Goma,,Toda temporada,Vietnam,,Tenis Deportivos Reebok para Mujer de Cross Training Nanoflex Tr,0.0,72790793,27299.0,31199.0,389990.0,Cross training,Textil
Tenis deportivos,Mujer,Normal,Tela,asics,Caucho,,Toda temporada,Indonesia,Poliéster,Tenis Asics para Mujer Running Gel-Kayano 29,0.0,72800785,,,749990.0,Running,Poliéster
Tenis,Hombre,Normal,Sintético,reebok,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Reebok para Hombre Lifestyle Npc Ii | Zapatillas Reebok Hombre de moda color Blanco,0.0,72832757,,,329990.0,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,puma,Caucho,,Toda temporada,China,,Tenis Puma Hombre Moda Shuffle,4.5,12793272,,,349900.0,,Textil
Tenis moda,Mujer,Normal,Tela,disney,Caucho,Sintético,Toda temporada,China,Sintético,Tenis Disney para Mujer Moda Belowmin,5.0,882994487,,,129990.0,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,puma,Caucho,,Toda temporada,China,Textil,Tenis Puma para Hombre Moda Rebound V6 Low,5.0,72794469,,,399900.0,,Textil
Tenis deportivos,Mujer,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas Mujer Running Duramo Sl W,4.8,72712607,,,349950.0,Running,
Tenis moda,Hombre,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers para Hombre Moda Bounder2.0 Nasher,0.0,72823051,,,299990.0,,
Tenis moda,Hombre,Normal,Tela,under armour,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Moda Under Armour Essential Hombre,4.7,42892671,,,289900.0,,
Tenis moda,Mujer,Normal,Sintético,southland,Sintético,Textil,Toda temporada,China,Textil,Tenis Southland para Mujer Moda Sostrapita,5.0,882994724,,,109990.0,Lifestyle,
Tenis moda,Mujer,Normal,Tela,adidas originals,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas Originals para Mujer Moda Astir,0.0,72781084,,,629950.0,,
Tenis moda,Hombre,Normal,Sintético,skechers,Goma,,Toda temporada,Vietnam,Poliéster,Tenis Skechers Hombre Moda Summits,4.8,12533320,,,244990.0,,Poliéster
Tenis deportivos,Hombre,Normal,Sintético,asics,Caucho,Textil,Toda temporada,Camboya,Poliéster,Tenis Asics para Hombre Lifestyle Gel-Game 9,4.0,71284068,,,399990.0,Lifestyle,
Tenis moda,Niño,,Sintético,puma,Caucho,,Toda temporada,China,,Tenis Puma Caven Niño,4.9,52736439,,,299990.0,,Textil
Tenis moda,Niño,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Moda Skechers Koolbricks Lilconstr para Niño,0.0,72838529,,,214900.0,,
Tenis moda,Mujer,Normal,Sintético,sybilla,Sintético,Sintético,Toda temporada,China,Sintético,Tenis Sybilla para Mujer Moda Beskatexl1,0.0,883029163,,,119990.0,Lifestyle,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Moda Skechers Bounder Werlo para Niño,5.0,72838676,,,159900.0,,
Tenis moda,Hombre,Normal,Sintético,hoff,Goma,Sintético,Toda temporada,China,Sintético,Tenis Hoff Hombre Moda Kathmandu,0.0,69950916,,,699990.0,,
Tenis moda,Niña,Normal,Sintético,diadora,Caucho,Malla (nylon),Toda temporada,China,Malla (Nylon),Tenis moda Diadora Girl Caltu para Niña Velcro,5.0,883031425,,,129990.0,,
Tenis moda,Mujer,Normal,Sintético,skechers,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Skechers para MujerSlip Ins Go Walk 6-Lovely Day Tenis de Moda Skechers,5.0,72775035,23389.0,27289.0,389900.0,,
Tenis deportivos,Mujer,Normal,Sintético,asics,Caucho,Poliéster,Otoño-Invierno,Vietnam,Poliéster,Tenis Asics para Mujer Running Noosa Tri 15,4.9,72902109,,,669990.0,Running,
Tenis,Hombre,Normal,Tela,hoka,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Hoka para Hombre Running Bondi X,0.0,72783050,,,1199990.0,Running,
Tenis moda,Niño,Normal,Sintético,puma,Caucho,,Toda temporada,Vietnam,Textil,Tenis Puma Rickie Niño,4.9,68757513,,,289900.0,,Textil
Guayos,Unisex,Normal,Sintético,diadora,Goma,Poliéster,Toda temporada,China,Poliéster,Guayos Diadora para Cancha Sintética Footynew Unisex,5.0,883001824,9999.0,10999.0,139990.0,,
Tenis deportivos,Hombre,Normal,Sintético,asics,Caucho,Textil,Toda temporada,Vietnam,Poliéster,Tenis Asics para Hombre Lifestyle Gel-Challenger 14,0.0,71284107,,,549990.0,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,bearcliff,Sintético,Malla (nylon),Toda temporada,China,Malla (Nylon),Tenis Bearcliff para Hombre Moda Callonnew,4.5,882994882,,,129990.0,Lifestyle,
Tenis deportivos,Hombre,Normal,Tela,adidas,Caucho,Textil,Toda temporada,China,Textil,Tenis Adidas para Hombre Running Tenis Adidas Adizero Sl Running,4.8,72094054,,,649950.0,Running,
Tenis moda,Mujer,Normal,Sintético,veja,Goma,Sintético,Toda temporada,Brasil,,Tenis moda Veja Dekkan Mujer,5.0,62676951,84799.0,95399.0,1059990.0,,
Tenis,Mujer,Normal,Sintético,diadora,Caucho,Poliéster,Toda temporada,China,Poliéster,Tenis Diadora para Mujer Running Eagle,4.9,882861298,11999.0,13999.0,199990.0,Running,
Tenis moda,Hombre,Normal,Sintético,puma,Caucho,,Toda temporada,China,Textil,Tenis Puma para Hombre Moda AMG Petronas Mercedez F1 team Caven,5.0,72794300,,,479900.0,,Textil
Tenis moda,Hombre,Normal,Sintético,hoff,Goma,Sintético,Toda temporada,China,Sintético,Tenis Hoff Hombre Moda Bangkok,5.0,69950866,,,499990.0,,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,,Toda temporada,Vietnam,Poliéster,Tenis Skechers Gametronix para Niño Velcro,0.0,72794710,,,244900.0,,Poliéster
Tenis moda,Niña,Normal,Sintético,skechers,Goma,Sintético,Toda temporada,China,Poliéster,Tenis Skechers Wavylites Eurekashine para Niña Velcro,5.0,72761952,10489.0,11989.0,149900.0,,
Tenis deportivos,Niño,Normal,Sintético,diadora,Sintético,,Toda temporada,China,Textil,Tenis Diadora Sporty6 para Niño,4.9,882888179,9999.0,10999.0,129990.0,,Poliéster
Tenis con luces,Niño,Normal,Sintético,skechers,Goma,,Toda temporada,China,Poliéster,Tenis con Luces Blancos Skechers Sportcourt92 Showsto para Niño | Tenis Blancos para Niño,0.0,72794666,,,239900.0,,Poliéster
Tenis,Mujer,Normal,Sintético,mountain gear,Caucho,Poliéster,Toda temporada,China,Poliéster,Tenis Mountain Gear para Mujer Outdoor Anitalow G,5.0,883016023,,,199990.0,Outdoor,
Tenis deportivos,Hombre,Normal,Sintético,mountain gear,Goma,Poliéster,Toda temporada,China,,Tenis Mountain Gear Hombre Outdoor Nicky,4.4,881814335,,,179990.0,Outdoor,
Tenis moda,Mujer,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Moda Puremotion 2.0,5.0,72781132,29399.0,33599.0,419950.0,,
Tenis,Hombre,Normal,Tela,under armour,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Hombre Running Essential | Tenis de Running para Hombre Essential Color Gris,0.0,72804526,,,289990.0,Running,
Tenis,Hombre,Normal,Tela,under armour,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Hombre Running Charged Escape4,0.0,72824011,,,409990.0,Running,
Tenis moda,Niña,Normal,Sintético,diadora,Sintético,Poliéster,Toda temporada,China,Poliéster,Tenis Moda Diadora Girl Crego8 para Niña Velcro,5.0,883001900,9999.0,10999.0,129990.0,,
Tenis,Hombre,Normal,Tela,hoka,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Hoka para Hombre Running Clifton 9,0.0,72783149,,,799990.0,Running,
Tenis moda,Niña,Normal,Sintético,barbie,Sintético,Sintético,Toda temporada,China,,Tenis Barbie para Niña Sport2,4.7,882661502,,,149990.0,,
Tenis moda,Niño,Normal,Cuero,nike,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Nike Court Legacy para Niño con cierre de Velcro | Zapatillas Nike para Niño,5.0,72828067,20649.0,23599.0,294950.0,,
Tenis,Mujer,Normal,Tela,newbalance,Caucho,Textil,Todatemporada,Indonesia,Textil,Tenis New Balance para Mujer Running 420,0.0,72802471,,,399990.0,Running,
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda On The Goflex Aspire,0.0,72890497,,,249900.0,Lifestyle,
Tenis moda,Hombre,Normal,Cuero,reebok,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Reebok para Hombre Moda Classic,0.0,72816100,,,459900.0,,
Tenis moda,Mujer,Normal,Cuero,new balance,Caucho,Textil,Toda temporada,China,,Tenis New Balance Mujer Moda 574,4.8,53923575,45219.0,51679.0,645990.0,,
Tenis moda,Unisex,Normal,Sintético,reebok,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Ravenclaw,5.0,72870131,,,299990.0,,
Tenis,Mujer,Normal,Sintético,fratta,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Fratta para Mujer Running Satan,4.3,882814772,8999.0,10499.0,149990.0,Running,
Tenis deportivos,Mujer,Normal,Tela,asics,Caucho,,Toda temporada,Indonesia,Poliéster,Tenis Asics para Mujer Running Gel-Kayano 28,0.0,72800734,48999.0,55999.0,699990.0,Running,Poliéster
Tenis moda,Mujer,Normal,Tela,hoff,Sintético,Textil,Toda temporada,China,Textil,Tenis Moda Hoff City Mujer,5.0,36227387,,,499990.0,,
Tenis,Mujer,Normal,Tela,under armour,Sintético,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Mujer Running Phade RN 2 | Zapatillas Under Armour Phade RN 2,4.9,72763418,,,269990.0,Running,
Tenis moda,Hombre,Normal,Cuero,reebok,Goma,Sintético,Toda temporada,China,Sintético,Tenis Reebok Hombre Moda Reebok Royal Bb4500 Hi2,5.0,72714152,,,349900.0,Lifestyle,
Tenis deportivos,Niña,Normal,Sintético,adidas,Caucho,,Toda temporada,Vietnam,Textil,Tenis Adidas Advantage K para Niña,4.4,69798828,,,289950.0,,Textil
Tenis moda,Mujer,Normal,Sintético,sybilla,Sintético,Sintético,Toda temporada,China,Sintético,Tenis Sybilla para Mujer Moda Beskatexl2,0.0,883029326,,,119990.0,Lifestyle,
Tenis deportivos,Mujer,Normal,Tela,reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,Tenis Reebok Mujer Cross training Flexagon Force 4,4.9,72713959,,,269900.0,Cross training,
Tenis,Mujer,Normal,Sintético,under armour,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Mujer Running Charged Bandit Trail 2 | Zapatillas Under Armour Charged Bandit Trail 2,5.0,72763381,,,489990.0,Running,
Tenis moda,Hombre,Normal,Tela,veja,Goma,Sintético,Toda temporada,Brasil,,Tenis moda Veja V-10 Hombre,0.0,62677459,84799.0,95399.0,1059990.0,,
Tenis deportivos,Hombre,Normal,Sintético,reebok,Caucho,,Toda temporada,Indonesia,,Tenis Reebok Hombre Running Energen Lite,4.6,38214214,,,209990.0,Running,Textil
Tenis moda,Unisex,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas Advantage Court Infantil Unisex,4.8,72833261,,,249950.0,,
Tenis moda,Mujer,Normal,Sintético,aldo,Goma,Poliéster,Toda temporada,China,,Tenis moda ALDO Jaya Mujer,5.0,53618748,,,409990.0,,
Tenis moda,Hombre,Normal,Tela,adidas,Sintético,Sintético,Toda temporada,Indonesia,Sintético,Tenis Adidas para Hombre Moda Lite Racer 3.0,4.7,25620210,,,329990.0,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Hombre Moda Flexcomfort Serron,5.0,72823097,,,299990.0,,
Tenis moda,Mujer,Normal,Cuero,adidas originals,Caucho,Textil,Toda temporada,Myanmar,Textil,Tenis Adidas Originals Mujer Moda Stan Smith B-Side,5.0,69678331,,,599950.0,,
Tenis moda,Hombre,Normal,Sintético,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok para Hombre Moda Workout Plus,5.0,72815530,,,369900.0,,
Tenis moda,Unisex,Grande,Sintético,crocs,Goma,,Toda temporada,Vietnam,Sintético,Tenis Crocs para Hombre LiteRide 360 Pacer M | Tenis Crocs Color Azul Acero,0.0,72801436,,,259000.0,,Sintético
Tenis deportivos,Hombre,Normal,Tela,hoka,Caucho,Malla (nylon),Otoño-Invierno,Vietnam,Textil,Tenis Hoka para Hombre Running Clifton 9,0.0,72863197,,,799990.0,Running,
Tenis deportivos,Hombre,Normal,Tela,reebok,Goma,,Toda temporada,China,,Tenis Deportivos Reebok para Hombre de Running Zig Dynamica,4.6,72790747,,,389990.0,Running,Textil
Tenis,Hombre,Normal,Sintético,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok para Hombre Lifestyle Energen Lux | Zapatillas Reebok Hombre de moda color Blanco,5.0,72832818,,,219990.0,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,diadora,Caucho,,Toda temporada,China,,Tenis Diadora Mujer Moda Caltina2,4.9,882662593,,,169990.0,,Textil
Tenis moda,Niño,Normal,Sintético,skechers,Goma,,Toda temporada,China,,Tenis Skechers Bounder Niño,5.0,37071586,,,179900.0,,Poliéster
Tenis moda,Niña,Normal,Sintético,puma,Caucho,,Toda temporada,Vietnam,Textil,Tenis Puma Wired Run Niña,4.3,68757542,18199.0,20799.0,259990.0,,Textil
Tenis deportivos,Hombre,Normal,Tela,asics,Caucho,Textil,Toda temporada,Vietnam,Poliéster,Tenis Asics para Hombre Running Noosa Tri 15,0.0,71281902,,,669990.0,Running,
Tenis moda,Niña,Normal,Sintético,skechers,Goma,,Toda temporada,China,,Tenis Skechers Microspec-Bright Retros Niña,5.0,62842002,,,123900.0,,Poliéster
Tenis moda,Mujer,Normal,Sintético,diadora,Sintético,Sintético,Toda temporada,China,,Tenis Diadora Mujer Moda Sabina2,4.6,882814713,13199.0,15399.0,219990.0,Lifestyle,
Tenis moda,Niño,,Sintético,mountain gear,Sintético,,Toda temporada,China,,Tenis Mountain Gear Sp Ulmo Niño Velcro,5.0,882817434,8999.0,10499.0,149990.0,,Sintético
Tenis moda,Hombre,Normal,Tela,skechers,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Hombre Moda Dlux fitness Box Jump,4.7,72728645,,,369990.0,,
Tenis deportivos,Hombre,Normal,Cuero,under armour,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Hombre Running Charged Verssert 2,0.0,72890625,,,389990.0,Running,
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Bobssquad Chaos Foff,0.0,72820603,,,249990.0,,
Tenis moda,Niña,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Indonesia,Poliéster,Tenis moda Skechers Air Airmatic SL para Niña,0.0,72890122,,,214990.0,,
Tenis moda,Niño,Normal,Sintético,diadora,Sintético,Poliéster,Toda temporada,China,Poliéster,Tenis Moda Diadora Boy Crego para Niño Velcro,4.9,883001634,9999.0,10999.0,129990.0,,
Tenis deportivos,Mujer,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Indonesia,,Tenis Adidas Mujer Running Ultraboost,4.8,64105906,,,899990.0,Running,
Tenis moda,Mujer,Normal,Cuero,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas Mujer Moda Retropy F2 W,4.8,65556785,,,459990.0,,
Tenis moda,Niña,Normal,Tela,puma,Goma,Textil,Toda temporada,China,Textil,Tenis Puma Graviton Ac para Niña Velcro,0.0,72722168,20289.0,23189.0,289900.0,,
Tenis moda,Niño,Normal,Sintético,mountain gear,Caucho,,Toda temporada,China,,Tenis Mountain Gear Sp Terros Niño Velcro,4.5,45743108,6599.0,7699.0,109990.0,,Sintético
Tenis moda,Hombre,Normal,Sintético,adidas originals,Caucho,Textil,Toda temporada,India,Textil,Tenis Adidas Hombre Moda Stan Smith,4.7,10715308,,,599950.0,,
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda Skech Air Dynamight Perfect S,5.0,72820719,,,269990.0,,
Tenis moda,Hombre,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers para Hombre Moda Summits Torre,0.0,72835288,,,254990.0,,
Tenis deportivos,Hombre,Normal,Sintético,asics,Caucho,Sintético,Toda temporada,Camboya,Sintético,Tenis Asics Hombre Running Gel Contend 8,5.0,69295223,,,319990.0,Running,
Tenis moda,Unisex,Grande,Tela,converse,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Converse Unisex Moda Chuck Taylor All Star Lugged 2 | 0,5.0,58145138,32899.0,37599.0,469990.0,,
Tenis deportivos,Mujer,Normal,Tela,asics,Caucho,,Toda temporada,Indonesia,Poliéster,Tenis Asics para Mujer Running Gt-2000 10,5.0,72800717,,,529990.0,Running,Poliéster
