type,gender,last_type,material,brand,sole_material,lining_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material
Tenis deportivos,Mujer,Normal,Sintético,Asics,Caucho,Poliéster,Otoño-Invierno,Indonesia,Poliéster,['Tenis Asics para Mujer Running Gel Contend 8'],['4.6 (97)'],['Código: 72902041'],,,329.990,Running,
Tenis deportivos,Hombre,Normal,Sintético,Asics,Caucho,Textil,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Hombre Lifestyle Gel-Challenger 14'],['4.6 (5)'],['Código: 71284124'],,,549.990,Lifestyle,
Zapatos casuales,Niño,Normal,Sintético,,,,,,,['Tenis con luces Raceto Azul Osc para niño Los Gomosos'],['4.9 (8)'],['Código: 119315978'],,,,,
Zapatos casuales,Niño,Normal,Textil,,,,,,,['Tenis con luces Teuri Negro-Gris para niño Los Gomosos'],['3.7 (3)'],['Código: 119317382'],,,,,
,Mujer,,Cuero,,Goma,,,,,['Tenis Nike Air Max Sc Running Mujer-Negro'],['(0)'],['Código: 126445561'],,,409.990,Running,
,Mujer,Normal,Textil,,Goma,Textil,,,,['Tennis Skechers Mujer Performance'],['(0)'],['Código: 118572899'],,,,,
Tenis moda,Niño,Normal,Sintético,Asics,Caucho,Poliéster,Toda temporada,Brasil,Poliéster,['Tenis Asics Fantasy 4 Ps para Niño Velcro'],['(0)'],['Código: 72822476'],,,259.990,,
,Hombre,,Sintético,,,,,,,['Tenis Hombre Nike Air Max 1'],['3 (1)'],['Código: 129129664'],,,,,
Tenis moda,Hombre,Normal,Tela,Veja,Caucho,Poliéster,Toda temporada,Brasil,Textil,['Tenis Veja para Hombre Moda Volley Tela'],['(0)'],['Código: 72884451'],,,749.990,Lifestyle,
Tenis moda,Mujer,Normal,Cuero,Nike,Caucho,Sintético,Toda temporada,Indonesia,,"[""Tenis moda Nike Air Force 1 '07 Ess Trnd Mujer""]",['5 (1)'],['Código: 64598757'],,,819.990,,
Tenis moda,Mujer,Normal,Sintético,Veja,Caucho,Poliéster,Toda temporada,Brasil,Textil,['Tenis Veja para Mujer Moda Sdu Rec'],['(0)'],['Código: 72884347'],,,,Lifestyle,
,Mujer,Normal,Cuero,,Caucho,Textil,,,,['Tenis Mujer Reebok Leather Shoes - Blanco'],['4.8 (6)'],['Código: 118461142'],,,,,
,Hombre,,Sintético,,Goma,,,,,['Zapatillas Nike Lisa Vapor 15 Club Ic-Amarillo Suave'],['(0)'],['Código: 128295907'],332.141,,,Fútbol,
,Hombre,Normal,Cuero,,Caucho,Textil,,,,['Zapatos Adidas Forum Mid - Hombre'],['(0)'],['Código: 126765255'],,,629.000,Training,
Tenis deportivos,Niña,Normal,Tela,New Balance,Caucho,,Toda temporada,China,Textil,['Tenis New Balance 500 para Niña Velcro'],['4 (1)'],['Código: 69653007'],,,327.990,,Textil
,Mujer,,Textil,,Goma,,,,,['Tenis New Balance Fresh Foam 680 V7 Mujer-Gris Claro'],['(0)'],['Código: 128359339'],454.991,,,Running,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer Adidas Ligra 7 - Blanco-Violeta'],['(0)'],['Código: 121539088'],231.959,254.900,341.900,Cross training,
Tenis moda,Hombre,Normal,Tela,Puma,Caucho,Textil,Toda temporada,China,Textil,['Tenis Puma para Hombre Graviton . Tenis de Moda Puma'],['4.8 (18)'],['Código: 72716161'],,,409.990,,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,Vietnam,,['Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis negros cómodos Skechers para mujer. Zapatillas moda Archfit 14'],['4.8 (5)'],['Código: 64281350'],,,379.900,,
Tenis moda,Hombre,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,['Tenis Adidas Hombre Moda X_Plrboost'],['5 (1)'],['Código: 68327566'],,,,,
Tenis moda,Niña,,Cuero,Bosi,Sintético,,Toda temporada,,,['Tenis Bosi para Niña Moda Bambino Oro Rosa'],['5 (2)'],['Código: 3486993'],,,159.900,,Textil
Zapatos casuales,Niño,Normal,Textil,,,,,,,['Tenis con luces Manster Azul O-Roj para niño Los Gomosos'],['5 (1)'],['Código: 119317364'],,,,,
Tenis deportivos,Niño,Normal,Sintético,Starter,TPR,,Toda temporada,China,Textil,['Tenis Starter Graf para Niño'],['4.4 (7)'],['Código: 882817989'],,,129.990,,Poliéster
Tenis moda,Mujer,Normal,Sintético,Skechers,Caucho,Poliéster,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Dlites Coolchange'],['5 (2)'],['Código: 72836621'],,,349.990,,
,Hombre,,Textil,,,,,,,['Tenis Hombre Adidas Response Runner - Negro'],['5 (1)'],['Código: 122241140'],,,,Running,
Tenis deportivos,Hombre,Normal,Sintético,Asics,Caucho,Sintético,Toda temporada,Indonesia,Sintético,['Tenis Asics Hombre Running Gel Contend 8'],['4.7 (15)'],['Código: 69295235'],,,319.990,Running,
,Hombre,Normal,Sintético,,Sintético (PU),Textil,,,,['Tenis Cardenal Men Azul para hombre Croydon'],['(0)'],['Código: 119317257'],,,,Indoor,
,Mujer,,Textil,,Goma,,,,,['Tenis New Balance Fresh Foam Arishi V4 Mujer-Gris/Blanco'],['(0)'],['Código: 128359450'],391.291,,,Running,
Tenis moda,Unisex,Normal,Sintético,Reebok,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Slytherin'],['(0)'],['Código: 72870146'],289.990,,,,
Zapatos casuales,Niño,Normal,Sintético,,,,,,,['Tenis con luces Raceto Rojo para niño Los Gomosos'],['5 (4)'],['Código: 119317791'],,,,,
Tenis moda,Niño,Normal,Cuero,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok Classic para Niño'],['(0)'],['Código: 72793527'],139.890,159.890,199.900,,
Tenis deportivos,Mujer,Normal,Tela,Reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Cross training Flexagon Energy Tr 4'],['4.6 (27)'],['Código: 72713984'],209.990,,,Cross training,
Tenis moda,Hombre,Normal,Sintético,Call It Spring,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Call It Spring para Hombre Moda Kiaro'],['5 (4)'],['Código: 71742388'],161.990,188.990,269.990,,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Adidas Advantage Base - Blanco'],['(0)'],['Código: 122266854'],271.089,297.900,398.900,,
,Mujer,,Cuero,,,,,,,['Tenis En Cuero Mujer Blanco Tommy Hilfiger Mujer Blanco Tommy Hilfiger'],['(0)'],['Código: 123331687'],,,,,
Tenis con luces,Niña,Normal,Sintético,Skechers,Goma,,Toda temporada,China,Sintético,['Tenis con luces Skechers Lighthearted Unicorn para Niña'],['(0)'],['Código: 72794526'],,,169.900,,Sintético
Tenis moda,Niño,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis moda Skechers Bounder Rozerg para Niño'],['(0)'],['Código: 72882966'],,,179.990,,
Zapatos casuales,Niño,Normal,Sintético,,,,,,,['Tenis con luces Raceto Azul Osc para niño Los Gomosos'],['4.9 (8)'],['Código: 119315978'],,,,,
Tenis moda,Mujer,Normal,Sintético,Skechers,Sintético,Poliéster,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Skech Air Court Slick'],['(0)'],['Código: 72890386'],,,389.900,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Hombre Moda Track Ripkent'],['(0)'],['Código: 72889865'],,,254.990,Lifestyle,
,Hombre,,,,,,,,,['TENIS UNDER ARMOUR HOMBRE CHARGED ASSERT 9 3024590-400'],['5 (6)'],['Código: 121317520'],,,,Running,
,Mujer,Normal,Textil,,Caucho,Textil,,,,['Tenis Mujer Adidas Avaflash Low Para Tenis - Blanco'],['(0)'],['Código: 121539019'],271.089,297.900,398.900,Training,
Tenis moda,Hombre,Normal,Sintético,La Martina,Caucho,,Toda temporada,China,,['Tenis Moda La Martina Adolfo Hombre'],['5 (3)'],['Código: 882740527'],,,249.990,,Sintético
Tenis,Hombre,Normal,Sintético,Asics,Caucho,Poliéster,Toda temporada,Brasil,Poliéster,['Tenis Asics para Hombre Running Gel Pulse 14 Gr0'],['5 (2)'],['Código: 72742817'],356.990,,,Running,
,Hombre,Normal,Cuero,,Caucho,Textil,,,,['Guayos Adidas Hombre Predator Acurracy 3'],['(0)'],['Código: 123209158'],,,696.000,Fútbol,
,Niña,Pequeña,Sintético,,Sintético (PU),Textil,,,,['Tenis Casuales Rosado-Fucsia Bubblegummers Querella Niña'],['(0)'],['Código: 124606006'],,,,,
Tenis moda,Mujer,Normal,Tela,Veja,Caucho,Poliéster,Toda temporada,Brasil,Textil,['Tenis Veja para Mujer Moda Volley Tela'],['(0)'],['Código: 72884418'],,,749.990,Lifestyle,
,Hombre,,Textil,,Caucho,Textil,,,,['Tenis Mujer Skechers Arch Fit New Beauty - Negro-Blanco'],['(0)'],['Código: 126031409'],,,,Running,
,Mujer,Normal,Sintético,,Pvc,Algodón,,,,['Tenis Casual Mujer Zapato Casual Dama Zapato Clasico Urbano De Moda'],['5 (5)'],['Código: 124563027'],,,,,
Tenis moda,Hombre,Normal,Cuero,New Balance,Caucho,Textil,Toda temporada,China,Textil,['Tenis New Balance para Hombre Moda 327'],['(0)'],['Código: 72894234'],,,597.990,Lifestyle,
,Hombre,,Textil,,,Textil,,,,['TENIS LIFETIME FILA HOMBRE'],['(0)'],['Código: 118159902'],,,,Walking,
,Hombre,Normal,Textil,,Caucho,Malla (nylon),,,,['Adidas Duramo Rc U Tenis amarillo de hombre para correr'],['(0)'],['Código: 126715446'],,,279.950,Running,
,Niño,Normal,Sintético,,Goma,Textil,,,,['Tenis Niños Nike Air Zoom Arcadia 2 Gs - Purpura'],['(0)'],['Código: 126920155'],,,,Running,
,Niña,Normal,Textil,,Pvc,Algodón,,,,['Baleta para niña fucsia lurex'],['5 (4)'],['Código: 122317643'],,,,,
Zapatillas deportivas,Niño,,Sintético,,,,,,,['Botas spiderman para kids pequeños marvel 192540 negro'],['5 (2)'],['Código: 123562104'],,,,Tenis,
,Hombre,,Cuero,,,,,,,['Tenis Hombre Nike Dunk Low Retro Se'],['(0)'],['Código: 129129869'],,,,,
Tenis deportivos,Mujer,Normal,Tela,Under Armour,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Running Phade RN 2-PPL'],['(0)'],['Código: 72890606'],229.990,,,Running,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Flexappeal4.0 Elegan'],['(0)'],['Código: 72837115'],,,259.990,,
Tenis moda,Niño,Normal,Sintético,Nike,Sintético,Textil,Toda temporada,Indonesia,Textil,['Tenis Nike Air Max Sc Bpv Niño Velcro'],['4.7 (6)'],['Código: 54793540'],279.990,319.990,399.950,Lifestyle,
Zapatos casuales,Niño,Normal,Textil,,,,,,,['Tenis con luces Teuri Negro-Gris para niño Los Gomosos'],['3.7 (3)'],['Código: 119317382'],,,,,
Tenis moda,Mujer,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Adidas para Mujer Moda Hoops 3.0'],['(0)'],['Código: 72888795'],239.990,279.990,399.990,Lifestyle,
,Niño,Normal,Sintético,,Pvc,Textil,,,,['Tenis Bont Niño Rialto Deportivo'],['(0)'],['Código: 128002702'],,,,,
Tenis deportivos,Hombre,Normal,Sintético,On Running,Caucho,Textil,Toda temporada,Vietnam,,['Tenis deportivo On Running Running Hombre Cloudgo'],['(0)'],['Código: 48606828'],,,899.990,Running,
Tenis moda,Mujer,Normal,Cuero,HOFF,Sintético,Textil,Toda temporada,China,Textil,['Tenis Moda Hoff Rome Mujer'],['5 (2)'],['Código: 26914588'],,,499.990,,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Skechers Global Jogger - Beige'],['5 (1)'],['Código: 122258104'],,,,,
,Mujer,,Sintético,,Goma,,,,,['Tenis New Balance 500 Clásicos Mujer-Blanco'],['(0)'],['Código: 129531520'],300.291,,,Outdoor,
Tenis moda,Unisex,Grande,Sintético,Crocs,Goma,,Toda temporada,Vietnam,Sintético,['Tenis Crocs para Hombre LiteRide 360 Pacer M | Tenis Crocs Color Azul Acero'],['(0)'],['Código: 72801436'],,,259.000,,Sintético
Tenis moda,Mujer,Normal,Cuero,Veja,Goma,Sintético,Toda temporada,Brasil,,['Tenis moda Veja V-10 Mujer'],['5 (1)'],['Código: 62677049'],,,,,
Tenis moda,Hombre,Normal,Sintético,Adidas Originals,Caucho,Textil,Toda temporada,China,,['Tenis adidas Originals Hombre Moda Forum Mid'],['4.8 (2584)'],['Código: 10844238'],359.990,419.990,599.950,,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Skechers Go Walk - Gris'],['3 (1)'],['Código: 118464579'],,,,Running,
Tenis deportivos,Niño,Normal,Sintético,Jurassic World,Goma,,Toda temporada,China,Textil,['Tenis Jurassic World Lowtojr Ne para Niño'],['4 (2)'],['Código: 882892287'],,,,,Textil
,Hombre,Normal,Textil,,Caucho,Malla (nylon),,,,['Nike Downshifter 12 Tenis azul de hombre para correr'],['(0)'],['Código: 126715430'],,,349.950,Running,
Tenis moda,Mujer,Normal,Sintético,Aldo,Goma,Poliéster,Toda temporada,Países Bajos,Poliéster,['Tenis Aldo para Mujer Moda Iconispec'],['(0)'],['Código: 72853528'],237.990,,,Lifestyle,
,Hombre,Normal,Cuero,,Goma,Textil,,,,['Zapatos Adidas Superstar Originals - Hombre'],['(0)'],['Código: 128853695'],,,589.000,Skate,
,Mujer,,Cuero,,Goma,Textil,,,,['Tenis Mujer Nike Waffle Debut - Negro'],['(0)'],['Código: 128891313'],,,399.950,,
Tenis deportivos,Mujer,Normal,Tela,Asics,Caucho,,Toda temporada,Indonesia,Poliéster,['Tenis Asics para Mujer Running Gel-Kayano 29'],['(0)'],['Código: 72800785'],,,749.990,Running,Poliéster
Tenis moda,Mujer,Normal,Sintético,Steven Madden,Sintético,,Toda temporada,China,Textil,['Tenis Steven Madden para Mujer Moda Possession-R75 | Tenis de Moda para Mujer Color Taupe'],['(0)'],['Código: 72800082'],,,529.000,,Textil
Tenis deportivos,Mujer,Normal,Tela,Asics,Caucho,Textil,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Mujer Running Noosa Tri 15 Rj0'],['4.5 (2)'],['Código: 72780560'],,,669.990,Running,
Tenis moda,Hombre,Normal,Sintético,Skechers,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Hombre Moda Crossbar Stilholt'],['5 (2)'],['Código: 71008460'],,,319.990,,
,Mujer,,,,Caucho,Textil,,,,['Tenis Puma - Karmen Rebelle - Mujer Negro - Ref : 38721210'],['(0)'],['Código: 122975671'],,,,,
Tenis moda,Mujer,Normal,Tela,On Running,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Cross training Cloud 5 Terry'],['5 (2)'],['Código: 72736848'],,,949.990,,
Tenis moda,Mujer,Normal,Sintético,Reebok,Goma,Textil,Toda temporada,Vietnam,Poliéster,['Tenis Reebok para Mujer Club C Double Revenge'],['5 (3)'],['Código: 72726390'],,,389.900,Lifestyle,
,Hombre,Pequeña,Textil,,Goma,Textil,,,,['Tenis Skechers Sneakers Max Protect-Task Force'],['(0)'],['Código: 125978002'],,,,,
Zapatos casuales,Niño,Normal,Sintético,,,,,,,['Tenis con luces Modno Azul para niño Los Gomosos'],['5 (6)'],['Código: 119318598'],,,,,
Tenis moda,Niño,Normal,Sintético,Skechers,Goma,,Toda temporada,China,Poliéster,['Tenis Skechers Illumi Brights Therm para Niño Velcro'],['5 (3)'],['Código: 72794530'],,,169.900,,Poliéster
Tenis moda,Unisex,Normal,Sintético,Reebok,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Slytherin'],['(0)'],['Código: 72870145'],289.990,,,,
Tenis moda,Niño,Normal,Cuero,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok Classic para Niño'],['(0)'],['Código: 72793527'],139.890,159.890,199.900,,
Tenis deportivos,Mujer,Normal,Tela,Reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Cross training Flexagon Energy Tr 4'],['4.6 (27)'],['Código: 72713984'],209.990,,,Cross training,
Tenis moda,Niño,Normal,Cuero,Nike,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Nike Court Legacy para Niño con cierre de Velcro | Zapatillas Nike para Niño'],['5 (1)'],['Código: 72828067'],,,294.950,,
Tenis deportivos,Mujer,Normal,Cuero,Skechers,Sintético,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Skechers Mujer Deportivos Flex Appeal 4.0'],['(0)'],['Código: 20997490'],,,259.990,Running,
Tenis moda,Niña,Normal,Sintético,Skechers,Goma,Sintético,Toda temporada,China,Poliéster,['Tenis Skechers Wavylites Eurekashine para Niña Velcro'],['5 (2)'],['Código: 72761952'],,,149.900,,
Tenis deportivos,Niño,Normal,Sintético,Diadora,Sintético,,Toda temporada,China,Textil,['Tenis Diadora Sporty6 para Niño'],['4.9 (23)'],['Código: 882888179'],,,129.990,,Poliéster
Tenis moda,Niño,Normal,Cuero,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok Classic para Niño'],['(0)'],['Código: 72793543'],139.890,159.890,199.900,,
Tenis moda,Niño,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis moda Skechers Bounder Rozerg para Niño'],['(0)'],['Código: 72882966'],,,179.990,,
,Mujer,,Textil,,,,,,,['Tenis Mujer adidas Breaknet - Blanco-Azul'],['(0)'],['Código: 129087845'],336.609,369.900,409.900,Running,
,Mujer,,Cuero,,,,,,,['Tenis Mujer Nike Af1 Shadow'],['(0)'],['Código: 129129755'],,,,,
Tenis moda,Mujer,Normal,Tela,Mossimo,Sintético,Textil,Toda temporada,China,Textil,['Tenis Mossimo para Mujer Moda Salasock2'],['5 (1)'],['Código: 883029581'],,,159.990,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,Asics,Sintético,Sintético,Toda temporada,,,['Tenis Asics Mujer Moda Japan S'],['4.8 (81)'],['Código: 64276610'],289.990,,,,
,Mujer,Normal,Cuero,,Caucho,Textil,,,,['Tenis Mujer Reebok Court Advance Bold - Blanco'],['(0)'],['Código: 121982215'],,,,,
,Niña,Normal,Textil,,Pvc,Algodón,,,,['Baletas para niña niebla blanca'],['4.8 (6)'],['Código: 122470290'],,,,,
,Hombre,,,,,,,,,['GUAYOS UMBRO HOMBRE VELOCITA ALCHEMIST LEAGUE TF 81829U-LDB'],['(0)'],['Código: 128245150'],,,,Fútbol,
Guayos,Hombre,Normal,Sintético,Diadora,Goma,Poliéster,Toda temporada,China,Poliéster,['Guayos Cancha Sintética para Hombre Diadora Pichid'],['4.6 (7)'],['Código: 882861217'],,,199.990,Fútbol,
,Hombre,,Cuero,,Goma,,,,,['Tenis New Balance 574 Clásicos-Negro/Verde'],['(0)'],['Código: 129576607'],332.141,364.990,594.990,Outdoor,
,Unisex adulto,,Textil,,Goma,,,,,['Tenis Converse Botas Chuck 70 Plus Unisex-Negro'],['(0)'],['Código: 125273978'],,,,,
Tenis moda,Unisex,Normal,Tela,Adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,['Tenis Adidas Runfalcon 3.0 K Unisex Infantil'],['4.8 (609)'],['Código: 72882032'],173.990,202.990,289.950,,
,Hombre,,Textil,,Sintético (PU),,,,,['Guayos Runic Lava Tpu Adulto-Gris'],['3.7 (3)'],['Código: 117095461'],,,,Fútbol,
Tenis moda,Mujer,Normal,Sintético,Skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Dlux Walker'],['(0)'],['Código: 72890539'],,,379.900,Lifestyle,
Guayos,Unisex,Normal,Sintético,Diadora,Caucho,Poliéster,Toda temporada,China,Poliéster,['Guayos Diadora Futsokt Unisex'],['(0)'],['Código: 883001847'],,,149.990,,
,Mujer,Normal,Textil,,Caucho,Malla (nylon),,,,['Reebok Nanoflex Tr 2 Tenis azul de mujer para entrenamiento'],['(0)'],['Código: 128972454'],,,389.950,Training,
Tenis,Hombre,Normal,Tela,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok para Hombre Running Reebok Lite Plu | Tenis para Hombre de Running Color Blanco'],['(0)'],['Código: 72816026'],209.990,,,Running,
Tenis deportivos,Mujer,Normal,Tela,Under Armour,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Running Charged Revital'],['5 (1)'],['Código: 72890717'],,,309.990,Running,
Tenis con luces,Niño,Normal,Sintético,Disney,Caucho,Poliéster,Toda temporada,China,Poliéster,['Tenis con Luces Mickey Disney para Niño'],['5 (2)'],['Código: 882993832'],99.990,,,,
Tenis moda,Mujer,Normal,Sintético,Skechers,Sintético,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Go Run 7.0 Active Stride'],['(0)'],['Código: 72890263'],,,399.900,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,Aldo,Goma,Poliéster,Toda temporada,Países Bajos,Poliéster,['Tenis Aldo para Mujer Moda Iconispec'],['(0)'],['Código: 72853511'],237.990,,,Lifestyle,
Zapatos casuales,Niño,Normal,Sintético,,,,,,,['Tenis con luces Raceto Azul Osc para niño Los Gomosos'],['4.9 (8)'],['Código: 119315978'],,,,,
Tenis moda,Unisex,Normal,Sintético,Reebok,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Reebok Classic Harry Potter Unisex | Tenis Harry Potter Reebok Slytherin'],['(0)'],['Código: 72870145'],289.990,,,,
,Niña,,Textil,,,,,,,['Tenis Niña Skechers Microspec - Azul'],['5 (2)'],['Código: 126511057'],,,,Lifestyle,
Guayos,Hombre,Normal,Sintético,Puma,Caucho,,Toda temporada,Camboya,Textil,['Guayos Puma para cancha Sintética Hombre Attacanto Tt'],['(0)'],['Código: 72794400'],,,309.900,Fútbol,Textil
Tenis,Hombre,Normal,Sintético,Puma,Caucho,,Toda temporada,China,Textil,['Tenis Puma para Hombre Lifestyle Shuffle'],['(0)'],['Código: 72794056'],229.990,,,Lifestyle,Textil
Tenis moda,Mujer,Normal,Sintético,Veja,Goma,Sintético,Toda temporada,Brasil,,['Tenis moda Veja V-10 Mujer'],['5 (3)'],['Código: 39522960'],,,,,
,Hombre,,Cuero,,Goma,,,,,['Tenis New Balance 574 Clásicos-Negro/Blanco'],['(0)'],['Código: 129577763'],332.141,364.990,559.990,Outdoor,
,Niña,Normal,Cuero,,Sintético (PU),Textil,,,,['Tenis Puma para Niño Anzarun 2.0 Ac+ Ps Negro 39084205'],['(0)'],['Código: 128876251'],,,,,
Tenis moda,Niño,Normal,Tela,Diadora,Sintético,Tela,Toda temporada,China,,['Tenis Diadora Repum Niño Velcro'],['5 (5)'],['Código: 882817504'],,,,,
,Mujer,Normal,Textil,,Sintético (PU),Textil,,,,['Tenis Tellenzi Dama 708 Gris*OroRosa'],['(0)'],['Código: 123326853'],,,,,
Tenis moda,Mujer,Normal,Sintético,Skechers,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Archfit Infinitycool'],['4 (1)'],['Código: 72836636'],,,389.990,,
Tenis moda,Hombre,Normal,Sintético,Puma,Caucho,,Toda temporada,China,Textil,['Tenis Puma para Hombre Moda Rebound V6 Low'],['5 (5)'],['Código: 72794469'],,,399.900,,Textil
Tenis moda,Mujer,Normal,Cuero,Veja,Goma,Sintético,Toda temporada,Brasil,,['Tenis moda Veja V-12 Mujer'],['5 (3)'],['Código: 62677124'],,,,,
,Hombre,,Textil,,,,,,,['Tenis Hombre Skechers Track Moulton - Azul-Blanco'],['(0)'],['Código: 124050556'],,,,,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Reebok Court Advance - Blanco'],['5 (1)'],['Código: 121555488'],,,,,
Tenis,Hombre,Normal,Tela,Hoka,Goma,Textil,Toda temporada,Vietnam,Textil,['Tenis Hoka para Hombre Running Clifton 9'],['(0)'],['Código: 72783138'],,,799.990,Running,
,Hombre,,Textil,,,,,,,['Tenis Hombre adidas Lite Racer BYD 2.0 - Negro-Blanco'],['(0)'],['Código: 128112841'],224.679,246.900,330.900,Running,
Tenis moda,Niña,Normal,Tela,Adidas,Caucho,Tela,Toda temporada,Indonesia,,['Tenis Adidas Vs Switch 3 CF para Niña'],['4.8 (510)'],['Código: 39704084'],188.990,215.990,269.950,,
Tenis moda,Hombre,Normal,Sintético,Reebok,Caucho,,Toda temporada,Vietnam,,['Tenis Reebok Hombre Moda Club C 85'],['5 (8)'],['Código: 4319215'],,,359.990,,Textil
Tenis moda,Mujer,Normal,Cuero,Veja,Goma,Sintético,Toda temporada,Brasil,,['Tenis moda Veja V-10 Mujer'],['5 (1)'],['Código: 62677043'],,,,,
,Hombre,Normal,Textil,,Caucho,Textil,,,,['Tenis Hombre Reebok NFX - Negro-Gris'],['5 (2)'],['Código: 119631452'],,,,,
Tenis,Mujer,Normal,Tela,Puma,Caucho,Textil,Toda temporada,Vietnam,Textil,['Tenis Puma para Mujer Cross Training Pwrframe Tr 2 Wns'],['5 (1)'],['Código: 72716628'],461.990,527.990,659.990,Cross training,
,Mujer,Normal,Cuero,,Caucho,Textil,,,,['Tenis Mujer Adidas Court Silk - Blanco'],['(0)'],['Código: 119441000'],,,,,
,Mujer,Normal,Sintético,,Sintético (PU),Textil,,,,['Tenis Puma para Mujer All-Day Active Negro 38626909'],['(0)'],['Código: 119597381'],,,,,
,Hombre,,Textil,,,,,,,['Guayos Hombre Adidas Crazyfast.4 - Azul'],['4 (1)'],['Código: 126430105'],,,,Cross training,
,Hombre,Normal,Textil,,Caucho,Malla (nylon),,,,['Nike Giannis Immortality 3 Tenis azul de hombre para baloncesto'],['(0)'],['Código: 126798417'],,,449.950,Básquetbol,
Tenis moda,Unisex,Normal,Tela,Reebok,Goma,Poliéster,Toda temporada,China,Poliéster,['Tenis Reebok Club C 85 Harry Potter Unisex | Tenis Harry Potter Reebok Hogwarts'],['(0)'],['Código: 72870168'],289.990,,,,
Tenis moda,Niño,Normal,Sintético,Asics,Caucho,Poliéster,Toda temporada,Camboya,Poliéster,['Tenis Asics Gel Resolution 9 para Niño | Zapatillas Asics Gel Resolution 9 para Niño'],['5 (2)'],['Código: 72835912'],,,369.990,,
Tenis moda,Niño,Normal,Cuero,Reebok,Goma,Textil,Toda temporada,China,Textil,['Tenis Reebok Classic para Niño'],['(0)'],['Código: 72793527'],139.890,159.890,199.900,,
Tenis deportivos,Mujer,Normal,Tela,Reebok,Goma,Sintético,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Cross training Flexagon Energy Tr 4'],['4.6 (27)'],['Código: 72713984'],209.990,,,Cross training,
,Hombre,Pequeña,Textil,,Goma,Textil,,,,['Tennis Puma HOMBRE Anzarun Fs Renew Aneakers'],['4.5 (80)'],['Código: 118484548'],,,,,
,Hombre,Normal,Textil,,Sintético (PU),Textil,,,,['Tenis Baffar Negro para Hombre Croydon'],['(0)'],['Código: 126591541'],,,199.900,Running,
Tenis,Mujer,Normal,Sintético,Asics,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Mujer Running Gt 1000 12'],['5 (12)'],['Código: 71282048'],,,549.990,Running,
