brand,type,gender,last_type,material,lining_material,sole_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material,CMR Discount,Event Discount
Nike,Tenis moda,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Poliéster,Tenis Nike para Hombre Blazer Mid '77 Vintage,4.4,Código: 72715109,,,589990.0,,,,
La Martina,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Goma,Toda temporada,China,Cuero,Tenis La Martina para Hombre Moda Andres,,Código: 883029154,,,259990.0,Lifestyle,,,
Mountain Gear,Tenis moda,Niño,,Sintético,,Sintético,Toda temporada,China,,Tenis Mountain Gear Sp Ulmo Niño Velcro,5.0,Código: 882812373,89990.0,104990.0,149990.0,,Sintético,40.0,30.0
Under Armour,Tenis,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Under Armour para Hombre Running Phade RN 2 | Zapatillas Under Armour Phade RN 2,4.7,Código: 72763394,,,269990.0,Running,,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Camboya,Poliéster,Tenis Asics para Hombre Lifestyle Gel-Game 9 Clay/Oc,5.0,Código: 71284071,,,399990.0,Lifestyle,,,
Nike,Tenis,Mujer,Normal,Tela,Poliéster,Goma,Toda temporada,Indonesia,Poliéster,Tenis Nike para Mujer Running Revolution7,,Código: 72875533,,,344990.0,Running,,,
Call It Spring,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,,Tenis moda Call It Spring Venus Mujer,3.0,Código: 51935949,,,,,,,
New Balance,Tenis deportivos,Niña,Normal,Tela,,Caucho,Toda temporada,China,Textil,Tenis New Balance 500 para Niña Velcro,4.0,Código: 69653007,229590.0,262389.99999999994,327990.0,,Textil,30.0,20.0
Fratta,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Fratta para Mujer Running Elinaty,5.0,Código: 882814862,,,149990.0,Running,,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Asics para Hombre Lifestyle Gel-Challenger 14,4.6,Código: 71284124,,,549990.0,Lifestyle,,,
Reebok,Tenis moda,Niño,Normal,Sintético,,Goma,Toda temporada,China,Textil,Tenis Reebok Kids Bb 4000 Ii para Niño,5.0,Código: 72793456,,,249900.0,,Textil,,
Adidas Originals,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Originals para Mujer Moda Gazelle | Tenis Adidas Galleze Rosados con Plataforma,4.8,Código: 72762154,,,649950.0,,,,
Nike,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,Toda temporada,Indonesia,,Tenis moda Nike Air Force 1 '07 Ess Trnd Mujer,5.0,Código: 64598757,,,819990.0,,,,
Converse,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Converse Ctas Cx Explore | Tenis de moda Converse,5.0,Código: 72763237,,,524990.0,,,,
Adidas,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Mujer Moda Gazelle,,Código: 72905198,,,649990.0,Lifestyle,,,
Under Armour,Tenis moda,Hombre,,Tela,,Goma,Toda temporada,Vietnam,,Tenis Under Armour Hombre Moda Essential,4.7,Código: 19159289,,,289900.0,,Textil,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Slip Ins Moda On The Goflex Astoni,5.0,Código: 72806247,,,319990.0,,,,
New Balance,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis New Balance para Mujer Moda 373,,Código: 72894329,,,314990.0,Lifestyle,,,
Adidas Originals,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas Originals Hombre Moda Gazelle,,Código: 72712680,,,599950.0,,,,
Reebok,Tenis moda,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,China,Textil,Tenis Reebok para Hombre Moda Glide,,Código: 72816109,,,299900.0,,,,
Yamp,Tenis moda,Niño,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,Tenis Moda Yamp Sp Basic para Niño con Velcro | Tenis Blancos para Niño Yamp,4.9,Código: 883030932,69990.0,,,,,,
Diadora,Tenis moda,Niña,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),Tenis moda Diadora Girl Caltu para Niña Velcro,4.3,Código: 883031213,,,129990.0,,,,
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers para Hombre Moda Gowalkair2.0 Crosser,5.0,Código: 71008392,,,359990.0,,,,
Fratta,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Fratta para Mujer Running Idastrap,,Código: 883014772,89990.0,104990.0,149990.0,Running,,40.0,30.0
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers Hombre Moda Go Walk Massage Fit,,Código: 71008406,269990.0,314990.0,449990.0,,,40.0,30.0
New Balance,Tenis deportivos,Mujer,Normal,Tela,,Goma,Toda temporada,Vietnam,,Tenis New Balance Mujer Running Fuel Core Coast V4,5.0,Código: 3843468,,,289990.0,Running,Textil,,
Mountain Gear,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,China,,Zapatillas de Ciclismo Mountain Gear para Hombre Bicicroscufi. Zapatos para montar bicicleta,4.9,Código: 882556044,,,,Ciclismo,,,
Veja,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja V-10 Hombre,5.0,Código: 28369591,847990.0,953990.0,1059990.0,,,20.0,10.0
Call It Spring,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Call It Spring para Hombre Moda Kiaro,5.0,Código: 71742388,161990.0,188990.0,269990.0,,,40.0,30.0
Under Armour,Tenis,Hombre,Normal,Sintético,,Sintético,Toda temporada,Indonesia,Textil,Tenis Under Armour para Hombre Running Charged Assert 10 | Zapatillas Under Armour Charged Assert 10,5.0,Código: 72790035,,,349990.0,Running,Textil,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Sintético,Toda temporada,Vietnam,,Tenis Asics Hombre Running Jolt 4,4.8,Código: 64276579,,,279990.0,Running,,,
Puma,Tenis moda,Niño,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma Rebound Layup para Niño Velcro,,Código: 72805214,,,269990.0,,,,
Skechers,Tenis con luces,Niña,Normal,Tela,,Goma,Toda temporada,China,Poliéster,Tenis con luces Skechers Flutterheartlights B para Niña Velcro,,Código: 72794599,160889.99999999997,183890.0,229900.0,,Poliéster,30.02,20.01
Reebok,Tenis,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Reebok para Hombre Running Energen Plus 2 | Zapatillas Reebok Hombre de moda color Noche Negro,,Código: 72832781,,,269990.0,Running,,,
Asics,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Camboya,Poliéster,Tenis Asics para Hombre Running Gel-Contend 8,5.0,Código: 71278935,,,349990.0,Running,,,
Asics,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Asics para Mujer Running Gt 1000 12,5.0,Código: 71282048,,,549990.0,Running,,,
Hoka,Tenis deportivos,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Hoka Hombre Trail Challenger Atr 7,5.0,Código: 67134569,,,834990.0,Outdoor,,,
Puma,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma para Hombre Graviton . Tenis de Moda Puma,4.8,Código: 72716161,,,409990.0,,,,
Sybilla,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Sybilla para Mujer Moda Bosinew,4.3,Código: 882994511,,,109990.0,Lifestyle,,,
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Hombre Moda Crossbar Stilholt,5.0,Código: 71008460,,,319990.0,,,,
Diadora,Tenis moda,Niño,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),Tenis moda Diadora Boy Bamtelo para Niño,,Código: 883031328,,,119990.0,,,,
Skechers,Tenis con luces,Niña,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,Tenis con Luces Skechers Sweetheart Lights para Niña Velcro,4.6,Código: 70160506,160889.99999999997,183890.0,229900.0,,Poliéster,30.02,20.01
Reebok,Tenis,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,China,Textil,Tenis Reebok para Hombre Running Zig Dynamica 4 | Tenis para Hombre de Running Color Gris,2.0,Código: 72815816,,,389900.0,Running,,,
Adidas,Tenis moda,Unisex niño,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Runfalcon 3.0 K Unisex Infantil,4.8,Código: 72882032,,,289950.0,,,,
Adidas,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Hombre Moda VL Court 3.0,4.8,Código: 72888879,,,329990.0,Lifestyle,,,
Diadora,Tenis moda,Niña,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Moda Diadora Bampu para Niña,5.0,Código: 883001455,99990.0,109990.0,129990.0,,,23.08,15.39
Diadora,Tenis moda,Niño,Normal,Sintético,,Sintético,Toda temporada,China,Sintético,Tenis Diadora Boy Crego 7 para Niño,5.0,Código: 882817581,99990.0,109990.0,139990.0,,Sintético,28.57,21.43
Diadora,Guayos,Unisex,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Guayos Diadora para Cancha Sintética Futsof Unisex,,Código: 883001500,99990.0,109990.0,149990.0,,,33.34,26.67
Diadora,Tenis moda,Niño,Normal,Sintético,Textil,Sintético,Toda temporada,China,Textil,Tenis Moda Diadora Boy Courtnew para Niño,3.0,Código: 883001444,99990.0,109990.0,129990.0,,,23.08,15.39
NewBalance,Tenis,Mujer,Normal,Tela,Textil,Caucho,Todatemporada,Vietnam,Textil,Tenis New Balance para Mujer Running 430,,Código: 72802490,,,259990.0,Running,,,
Adidas,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Moda Hoops 3.0,,Código: 72888795,,,399990.0,Lifestyle,,,
Reebok,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,,Tenis Reebok Hombre Moda Court Advance,4.8,Código: 63868652,,,309990.0,Lifestyle,,,
Adidas,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,,Tenis adidas Hombre Moda Grandcourt,4.7,Código: 64105918,,,299990.0,Lifestyle,,,
On Running,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,,Tenis deportivo On Running Running Hombre Cloudgo,,Código: 48606828,,,899990.0,Running,,,
Aldo,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,Países Bajos,Poliéster,Tenis Aldo para Hombre Moda Oscar,,Código: 72853864,247990.0,,,Lifestyle,,,
Skechers,Tenis moda,Mujer,Normal,Cuero,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers Mujer Moda D'Luxfitness,4.8,Código: 70962007,,,319900.0,,,,
adidas,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,,Tenis moda Adidas Nizza Hi Rf para Hombre,4.8,Código: 65556851,,,,,,,
Converse,Tenis moda,Unisex,Normal,Tela,,Caucho,Toda temporada,China,,Tenis Converse Blancos Chuck Taylor All Star Niño,5.0,Código: 35606537,,,224990.0,,Textil,,
Adidas,Tenis moda,Niño,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Spidey Adidas para Niño,5.0,Código: 72810132,,,279950.0,,,,
Converse,Tenis moda,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Converse para Mujer Moda Chuck Taylor Allstar,,Código: 72870916,,,429990.0,Lifestyle,,,
Call It Spring,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Call It Spring Hombre Moda Keller,5.0,Código: 71235842,155990.0,181990.0,259990.0,,,40.0,30.0
Diadora,Tenis moda,Niño,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),Tenis moda Diadora Boy Bamtelo para Niño,4.0,Código: 883031195,,,119990.0,,,,
Adidas,Tenis moda,Niña,Normal,Tela,Tela,Caucho,Toda temporada,Indonesia,,Tenis Adidas Vs Switch 3 CF para Niña,4.8,Código: 39704084,188990.0,215990.0,269950.0,,,29.99,19.99
ALDO,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,Toda temporada,China,,Tenis moda ALDO Astila Mujer,,Código: 32739969,,,,,,,
Adidas,Tenis moda,Unisex niño,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Fortarun 2.0 K Unisex Infantil,,Código: 72881974,,,319950.0,,,,
Hoka,Tenis,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Hoka para Hombre Running Clifton 9,,Código: 72783138,,,799990.0,Running,,,
Reebok,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,Toda temporada,China,Textil,Tenis Reebok para Hombre Moda Court Peak,,Código: 72816053,,,339900.0,,,,
Hoka,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Otoño-Invierno,Vietnam,Textil,Tenis Hoka para Hombre Running Challenger atr 7,,Código: 72863199,,,799990.0,Running,,,
Aldo,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Países Bajos,Poliéster,Tenis Aldo para Mujer Moda Courtana,5.0,Código: 72853498,311990.0,,,Lifestyle,,,
Mountain Gear,Tenis moda,Niño,,Sintético,,Sintético,Toda temporada,China,,Tenis Mountain Gear Sp Ulmo Niño,5.0,Código: 882817386,77990.0,90990.0,129990.0,,Sintético,40.0,30.0
Adidas,Tenis,Mujer,Normal,Tela,Textil,Sintético,Toda temporada,Indonesia,Textil,Tenis Adidas para Mujer Running Lite Racer 3.0,4.8,Código: 72864207,,,329990.0,Running,,,
Nike,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,,Tenis Nike Mujer Moda Air Max Excee Ewt Snkr,5.0,Código: 60841668,,,724990.0,Lifestyle,,,
Nike,Tenis moda,Niña,Normal,Sintético,Sintético,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Nike Star Runner 3 para Niño Velcro,4.5,Código: 30797409,,,304950.0,Lifestyle,,,
Under Armour,Tenis,Hombre,Normal,Tela,Textil,Sintético,Toda temporada,China,Textil,Tenis Under Armour para Hombre Running Charged Breeze 2 | Zapatillas Under Armour Charged Breeze 2,4.8,Código: 72763432,,,469990.0,Running,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,,Tenis Moda Skechers Gowalk Joy Mujer,,Código: 31644484,,,259900.0,,Poliéster,,
Call It Spring,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,Poliéster,Tenis Call It Spring Mujer Moda Refresh,5.0,Código: 70706291,175990.0,,,,Poliéster,,
Reebok,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Reebok Hombre Moda Classic Leather,4.7,Código: 72714081,,,369990.0,Lifestyle,,,
Converse,Tenis moda,Unisex,Grande,Tela,Textil,Caucho,Toda temporada,Vietnam,,Tenis Converse Unisex Moda Chuck Taylor All Star,4.9,Código: 19772746,,,299990.0,,,,
Adidas,Guayos,Hombre,Normal,Sintético,,Sintético,Toda temporada,Camboya,Textil,"Guayos Adidas Goletto VIII Para Terreno Firme - Suela Con Taches De Caucho. Zapatilla De Fútbol, Color Negro De Hombre Con Cordones",4.7,Código: 63085023,,,249990.0,Fútbol,Textil,,
ALDO,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,,Tenis Moda Aldo Hombre Stroesco,5.0,Código: 64883043,209990.0,244990.0,349990.0,,,40.0,30.0
Adidas,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Hombre Moda Gazelle,4.9,Código: 72905246,,,649990.0,Lifestyle,,,
HOFF,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,China,Sintético,Tenis Hoff Hombre Moda Rhodes,,Código: 69950948,,,499990.0,,,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliuretano,Caucho,Toda temporada,Vietnam,Poliuretano,Tenis Asics Hombre Running Dynablast 3,5.0,Código: 71278778,,,499990.0,Running,,,
Veja,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja V-12 Hombre,4.5,Código: 62677492,799990.0,899990.0,999990.0,,,20.0,10.0
Adidas,Tenis,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,,Tenis Adidas para Hombre Moda Streetcheck,4.7,Código: 25619507,,,379950.0,Lifestyle,,,
Call It Spring,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,Tenis Call It Spring para Mujer Moda Embery,5.0,Código: 71742367,143990.0,167990.0,239990.0,,,40.0,30.0
Puma,Tenis moda,Niño,Normal,Tela,Textil,Goma,Toda temporada,China,Textil,Tenis Puma Graviton Ac para Niño,5.0,Código: 72722155,,,289900.0,,,,
Reebok,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,Vietnam,,Tenis Reebok Hombre Moda Club C 85,5.0,Código: 4319215,,,359990.0,,Textil,,
ALDO,Tenis moda,Hombre,Normal,Sintético,,Goma,Toda temporada,China,,Tenis Moda Aldo Hombre Blanco Wavespec,3.3,Código: 51936411,351990.0,,,,Poliéster,,
Reebok,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Reebok Hombre Running Energen Run 3,4.8,Código: 63870039,271990.0,,,Running,,,
Nike,Tenis moda,Hombre,Normal,Cuero,Poliéster,Caucho,Toda temporada,Indonesia,Poliéster,Tenis Nike para Hombre Moda Dunk Low Retro| Zapatillas Nike para Hombre Dunk,4.0,Código: 72825854,,,649950.0,,,,
Asics,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Asics para Mujer Moda Gel-Nyc,,Código: 72833637,,,549990.0,,,,
On Running,Tenis moda,Hombre,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis On Running para Hombre Outdoor Cloudvista,,Código: 72736551,,,899990.0,,,,
New Balance,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis New Balance para Mujer Moda 373,,Código: 72894303,,,329990.0,Lifestyle,,,
Reebok,Tenis,Mujer,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Reebok para Mujer Cross training Nano X3 Adventure,5.0,Código: 72771003,,,579990.0,Cross training,,,
Reebok,Tenis,Hombre,Normal,Tela,Textil,Goma,Toda temporada,China,Textil,Tenis Reebok para Hombre Running Energen Tech,4.0,Código: 72770983,,,269990.0,Running,,,
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Mujer Moda Court Plataforma,4.8,Código: 72712690,,,399990.0,Lifestyle,,,
Veja,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja Minotaur Mujer,4.5,Código: 62677027,847990.0,953990.0,1059990.0,,,20.0,10.0
Adidas,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,India,Textil,Tenis Adidas Mujer Moda Stan Smith W,5.0,Código: 72712454,,,599950.0,,,,
Asics,Tenis,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,Tenis Asics para Hombre Running Gel Pulse 14 Gr0,5.0,Código: 72742817,356990.0,,,Running,,,
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,China,,Zapatillas de Ciclismo adidas para Hombre The Parley Road Sho. Zapatos para montar bicicleta,4.7,Código: 38211674,,,,Ciclismo,,,
Nike,Tenis,Hombre,Normal,Tela,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Nike para Hombre Running Renew Run4,,Código: 72875618,,,484990.0,Running,,,
Skechers,Tenis moda,Niña,Normal,Tela,,Goma,Toda temporada,China,Poliéster,Tenis Skechers Mydreamers para Niña Velcro,5.0,Código: 72794515,,,179900.0,,Poliéster,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda Archfit Infinitycool,4.0,Código: 72836636,,,389990.0,,,,
Skechers,Tenis moda,Mujer,Normal,Tela,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda Flex Appeal 4.0 Brilliantvie,5.0,Código: 72739007,,,279990.0,,,,
Adidas,Guayos,Hombre,Normal,Tela,Textil,Sintético,Toda temporada,Indonesia,Textil,"Guayos Adidas Predator Accuracy.4 Para Multiterreno - Suela Con Taches Tpu. Zapatilla De Fútbol, Color Blanco De Hombre Con Cordones",4.8,Código: 69678550,,,339950.0,Fútbol,,,
Adidas,Tenis deportivos,Mujer,,Tela,,Caucho,Toda temporada,Indonesia,,Tenis Adidas para Mujer Running EQ21 Run,4.8,Código: 23024137,,,499990.0,Running,Textil,,
Coniglio,Tenis moda,Niño,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis moda Coniglio Sp Basic2 para Niño Velcro,5.0,Código: 883030132,,,129990.0,,,,
Adidas Originals,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas Mujer Moda Ozelia W,4.8,Código: 68327157,,,,,,,
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Myanmar,,Tenis Adidas para Hombre Running Ultimashow,4.8,Código: 10843666,,,299950.0,Running,,,
Puma,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Puma para Hombre Trinity . Tenis de Moda Puma,5.0,Código: 72716234,,,559990.0,,,,
Converse,Tenis moda,Unisex,Normal,Tela,,Caucho,Toda temporada,Vietnam,,Tenis Moda Converse Chuck 70 Unisex,5.0,Código: 28346419,297490.0,339990.0,424990.0,,Textil,30.0,20.0
Adidas Originals,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas Originals para Mujer Moda Gazelle,4.7,Código: 72888929,,,599990.0,Lifestyle,,,
Converse,Tenis moda,Hombre,Normal,Tela,,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Converse Ctas High Street | Tenis de moda Converse,5.0,Código: 72763224,,,324990.0,,Textil,,
Hoka,Tenis deportivos,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Hoka Hombre Running Bondi 8,5.0,Código: 67134453,,,899990.0,Running,,,
Under Armour,Tenis,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Under Armour para Hombre Running Charged Bandit Trail 2 | Zapatillas Under Armour Charged Bandit Trail 2,4.9,Código: 72763363,,,489990.0,Running,,,
Puma,Tenis,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,Textil,Tenis Puma para Hombre Lifestyle Up,5.0,Código: 72794434,,,329900.0,Lifestyle,Textil,,
Skechers,Tenis deportivos,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,,Tenis Skechers Mujer Cross training Arch Fit Infinity,5.0,Código: 33660525,,,389990.0,Cross training,Poliéster,,
Under Armour,Tenis deportivos,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Under Armour para Mujer Running Phade RN 2-PPL,,Código: 72890606,,,269990.0,Running,,,
New Balance,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis New Balance para Mujer Moda 420,5.0,Código: 72802425,349990.0,399990.0,499990.0,,,30.0,20.0
Jurassic World,Tenis deportivos,Niño,Normal,Sintético,,Goma,Toda temporada,China,Textil,Tenis Jurassic World Lowtojr Ne para Niño,4.0,Código: 882892287,,,,,Textil,,
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas Hombre Cross training Dropset 2 Trainer,4.7,Código: 72712624,,,,Cross training,,,
Basement,Tenis moda,Mujer,Normal,Gamuza,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Basement para Mujer Moda Agolitaor2,1.0,Código: 882994626,,,239990.0,Lifestyle,,,
Holley,Tenis moda,Unisex,Normal,Sintético,Sintético,Goma,Toda temporada,China,Sintético,Tenis Colegial Holley Ecobibi2 Unisex,4.3,Código: 882995202,59990.0,,,,,,
Reebok,Tenis moda,Mujer,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Poliéster,Tenis Reebok para Mujer Club C Double Revenge,5.0,Código: 72726390,272889.99999999994,311889.99999999994,389900.0,Lifestyle,,30.01,20.01
On Running,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Onrunning para Mujer Running Cloud X 3,,Código: 72901680,,,899990.0,Running,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda Flexappeal4.0 Elegan,,Código: 72837115,,,259990.0,,,,
Call It Spring,Tenis moda,Hombre,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,Tenis Call It Spring Hombre Moda Refreshh,3.8,Código: 70706596,,,219990.0,,,,
Asics,Tenis deportivos,Mujer,Normal,Tela,,Caucho,Toda temporada,Indonesia,Poliéster,Tenis Asics para Mujer Running Gel-Kayano 29,,Código: 72800804,524990.0,599990.0,749990.0,Running,Poliéster,30.0,20.0
HOFF,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,Toda temporada,China,Sintético,Tenis Hoff Mujer Moda Palermo,,Código: 69950892,,,499990.0,,,,
Southland,Tenis moda,Mujer,Normal,Sintético,Textil,Sintético,Toda temporada,China,Textil,Tenis Southland para Mujer Moda Saflexi,4.5,Código: 882815203,,,119990.0,Lifestyle,,,
Puma,Guayos,Hombre,Normal,Sintético,,Caucho,Toda temporada,Camboya,Textil,Guayos Puma para cancha Sintética Hombre Attacanto Tt,5.0,Código: 72794392,,,309900.0,Fútbol,Textil,,
New Balance,Tenis deportivos,Niño,Normal,Sintético,,Caucho,Toda temporada,China,Textil,Tenis New Balance 500 para Niño Velcro,5.0,Código: 69653026,,,327990.0,,Textil,,
Aldo,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Países Bajos,Poliéster,Tenis Aldo para Mujer Moda Iconispec,,Código: 72853528,271990.0,,,Lifestyle,,,
