brand,type,gender,last_type,material,lining_material,sole_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material
Basement,Tenis moda,Mujer,Normal,Sintético,Textil,Sintético,Toda temporada,China,Cuero,['Tenis Basement para Mujer Moda Bambory2'],['4 (1)'],['Código: 882994585'],119.990,,,Lifestyle,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,"[""Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis azules cómodos Skechers para mujer. Zapatillas moda D'Luxfitness""]",['5 (13)'],['Código: 70961985'],,,359.900,,
Converse,Tenis moda,Mujer,Grande,Tela,,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Converse para Mujer Moda Chuck Taylor All Star Lift'],['5 (4)'],['Código: 71195889'],,,424.990,,Poliéster
Nike,Tenis moda,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Poliéster,"[""Tenis Nike para Hombre Blazer Mid '77 Vintage""]",['4.4 (17)'],['Código: 72715109'],,,589.990,,
La Martina,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Goma,Toda temporada,China,Cuero,['Tenis La Martina para Hombre Moda Andres'],['(0)'],['Código: 883029154'],,,259.990,Lifestyle,
Mountain Gear,Tenis moda,Niño,,Sintético,,Sintético,Toda temporada,China,,['Tenis Mountain Gear Sp Ulmo Niño Velcro'],['5 (2)'],['Código: 882812373'],89.990,104.990,149.990,,Sintético
Under Armour,Tenis,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Hombre Running Phade RN 2 | Zapatillas Under Armour Phade RN 2'],['4.7 (11)'],['Código: 72763394'],,,269.990,Running,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Camboya,Poliéster,['Tenis Asics para Hombre Lifestyle Gel-Game 9 Clay/Oc'],['5 (1)'],['Código: 71284071'],,,399.990,Lifestyle,
Nike,Tenis,Mujer,Normal,Tela,Poliéster,Goma,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Mujer Running Revolution7'],['(0)'],['Código: 72875533'],,,344.990,Running,
Call It Spring,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,,['Tenis moda Call It Spring Venus Mujer'],['3 (1)'],['Código: 51935949'],,,,,
New Balance,Tenis deportivos,Niña,Normal,Tela,,Caucho,Toda temporada,China,Textil,['Tenis New Balance 500 para Niña Velcro'],['4 (1)'],['Código: 69653007'],229.590,262.390,327.990,,Textil
Fratta,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Fratta para Mujer Running Elinaty'],['5 (3)'],['Código: 882814862'],,,149.990,Running,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Hombre Lifestyle Gel-Challenger 14'],['4.6 (5)'],['Código: 71284124'],,,549.990,Lifestyle,
Reebok,Tenis moda,Niño,Normal,Sintético,,Goma,Toda temporada,China,Textil,['Tenis Reebok Kids Bb 4000 Ii para Niño'],['5 (1)'],['Código: 72793456'],,,249.900,,Textil
Adidas Originals,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Originals para Mujer Moda Gazelle | Tenis Adidas Galleze Rosados con Plataforma'],['4.8 (552)'],['Código: 72762154'],,,649.950,,
Nike,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,Toda temporada,Indonesia,,"[""Tenis moda Nike Air Force 1 '07 Ess Trnd Mujer""]",['5 (1)'],['Código: 64598757'],,,819.990,,
Converse,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Converse Ctas Cx Explore | Tenis de moda Converse'],['5 (1)'],['Código: 72763237'],,,524.990,,
Adidas,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas para Mujer Moda Gazelle'],['(0)'],['Código: 72905198'],,,649.990,Lifestyle,
Under Armour,Tenis moda,Hombre,,Tela,,Goma,Toda temporada,Vietnam,,['Tenis Under Armour Hombre Moda Essential'],['4.7 (11)'],['Código: 19159289'],,,289.900,,Textil
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Slip Ins Moda On The Goflex Astoni'],['5 (3)'],['Código: 72806247'],,,319.990,,
New Balance,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis New Balance para Mujer Moda 373'],['(0)'],['Código: 72894329'],,,314.990,Lifestyle,
Adidas Originals,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas Originals Hombre Moda Gazelle'],['(0)'],['Código: 72712680'],,,599.950,,
Reebok,Tenis moda,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,China,Textil,['Tenis Reebok para Hombre Moda Glide'],['(0)'],['Código: 72816109'],,,299.900,,
Yamp,Tenis moda,Niño,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,['Tenis Moda Yamp Sp Basic para Niño con Velcro | Tenis Blancos para Niño Yamp'],['4.9 (13)'],['Código: 883030932'],69.990,,,,
Diadora,Tenis moda,Niña,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),['Tenis moda Diadora Girl Caltu para Niña Velcro'],['4.3 (4)'],['Código: 883031213'],,,129.990,,
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers para Hombre Moda Gowalkair2.0 Crosser'],['5 (1)'],['Código: 71008392'],,,359.990,,
Fratta,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Fratta para Mujer Running Idastrap'],['(0)'],['Código: 883014772'],89.990,104.990,149.990,Running,
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers Hombre Moda Go Walk Massage Fit'],['(0)'],['Código: 71008406'],269.990,314.990,449.990,,
New Balance,Tenis deportivos,Mujer,Normal,Tela,,Goma,Toda temporada,Vietnam,,['Tenis New Balance Mujer Running Fuel Core Coast V4'],['5 (1)'],['Código: 3843468'],,,289.990,Running,Textil
Mountain Gear,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,China,,['Zapatillas de Ciclismo Mountain Gear para Hombre Bicicroscufi. Zapatos para montar bicicleta'],['4.9 (20)'],['Código: 882556044'],,,,Ciclismo,
Veja,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,Brasil,,['Tenis moda Veja V-10 Hombre'],['5 (1)'],['Código: 28369591'],847.990,953.990,1.059.990,,
Call It Spring,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Call It Spring para Hombre Moda Kiaro'],['5 (4)'],['Código: 71742388'],161.990,188.990,269.990,,
Under Armour,Tenis,Hombre,Normal,Sintético,,Sintético,Toda temporada,Indonesia,Textil,['Tenis Under Armour para Hombre Running Charged Assert 10 | Zapatillas Under Armour Charged Assert 10'],['5 (2)'],['Código: 72790035'],,,349.990,Running,Textil
Asics,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Sintético,Toda temporada,Vietnam,,['Tenis Asics Hombre Running Jolt 4'],['4.8 (21)'],['Código: 64276579'],,,279.990,Running,
Puma,Tenis moda,Niño,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis Puma Rebound Layup para Niño Velcro'],['(0)'],['Código: 72805214'],,,269.990,,
Skechers,Tenis con luces,Niña,Normal,Tela,,Goma,Toda temporada,China,Poliéster,['Tenis con luces Skechers Flutterheartlights B para Niña Velcro'],['(0)'],['Código: 72794599'],160.890,183.890,229.900,,Poliéster
Reebok,Tenis,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis Reebok para Hombre Running Energen Plus 2 | Zapatillas Reebok Hombre de moda color Noche Negro'],['(0)'],['Código: 72832781'],,,269.990,Running,
Asics,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Camboya,Poliéster,['Tenis Asics para Hombre Running Gel-Contend 8'],['5 (2)'],['Código: 71278935'],,,349.990,Running,
Asics,Tenis,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Mujer Running Gt 1000 12'],['5 (12)'],['Código: 71282048'],,,549.990,Running,
Hoka,Tenis deportivos,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Hoka Hombre Trail Challenger Atr 7'],['5 (1)'],['Código: 67134569'],,,834.990,Outdoor,
Puma,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,['Tenis Puma para Hombre Graviton . Tenis de Moda Puma'],['4.8 (18)'],['Código: 72716161'],,,409.990,,
Sybilla,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,['Tenis Sybilla para Mujer Moda Bosinew'],['4.3 (7)'],['Código: 882994511'],,,109.990,Lifestyle,
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Hombre Moda Crossbar Stilholt'],['5 (2)'],['Código: 71008460'],,,319.990,,
Diadora,Tenis moda,Niño,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),['Tenis moda Diadora Boy Bamtelo para Niño'],['(0)'],['Código: 883031328'],,,119.990,,
Skechers,Tenis con luces,Niña,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,['Tenis con Luces Skechers Sweetheart Lights para Niña Velcro'],['4.6 (16)'],['Código: 70160506'],160.890,183.890,229.900,,Poliéster
Reebok,Tenis,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,China,Textil,['Tenis Reebok para Hombre Running Zig Dynamica 4 | Tenis para Hombre de Running Color Gris'],['2 (1)'],['Código: 72815816'],,,389.900,Running,
Adidas,Tenis moda,Unisex niño,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Runfalcon 3.0 K Unisex Infantil'],['4.8 (598)'],['Código: 72882032'],,,289.950,,
Adidas,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas para Hombre Moda VL Court 3.0'],['4.8 (56)'],['Código: 72888879'],,,329.990,Lifestyle,
Diadora,Tenis moda,Niña,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,['Tenis Moda Diadora Bampu para Niña'],['5 (1)'],['Código: 883001455'],99.990,109.990,129.990,,
Diadora,Tenis moda,Niño,Normal,Sintético,,Sintético,Toda temporada,China,Sintético,['Tenis Diadora Boy Crego 7 para Niño'],['5 (4)'],['Código: 882817581'],99.990,109.990,139.990,,Sintético
Diadora,Guayos,Unisex,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Guayos Diadora para Cancha Sintética Futsof Unisex'],['(0)'],['Código: 883001500'],99.990,109.990,149.990,,
Diadora,Tenis moda,Niño,Normal,Sintético,Textil,Sintético,Toda temporada,China,Textil,['Tenis Moda Diadora Boy Courtnew para Niño'],['3 (2)'],['Código: 883001444'],99.990,109.990,129.990,,
NewBalance,Tenis,Mujer,Normal,Tela,Textil,Caucho,Todatemporada,Vietnam,Textil,['Tenis New Balance para Mujer Running 430'],['(0)'],['Código: 72802490'],,,259.990,Running,
Adidas,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas para Mujer Moda Hoops 3.0'],['(0)'],['Código: 72888795'],,,399.990,Lifestyle,
Reebok,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,,['Tenis Reebok Hombre Moda Court Advance'],['4.8 (47)'],['Código: 63868652'],,,309.990,Lifestyle,
Adidas,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,,['Tenis adidas Hombre Moda Grandcourt'],['4.7 (863)'],['Código: 64105918'],,,299.990,Lifestyle,
On Running,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,,['Tenis deportivo On Running Running Hombre Cloudgo'],['(0)'],['Código: 48606828'],,,899.990,Running,
Aldo,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,Países Bajos,Poliéster,['Tenis Aldo para Hombre Moda Oscar'],['(0)'],['Código: 72853864'],247.990,,,Lifestyle,
Skechers,Tenis moda,Mujer,Normal,Cuero,Poliéster,Goma,Toda temporada,China,Poliéster,"[""Tenis Skechers Mujer Moda D'Luxfitness""]",['4.8 (27)'],['Código: 70962007'],,,319.900,,
adidas,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,,['Tenis moda Adidas Nizza Hi Rf para Hombre'],['4.8 (263)'],['Código: 65556851'],,,,,
Converse,Tenis moda,Unisex,Normal,Tela,,Caucho,Toda temporada,China,,['Tenis Converse Blancos Chuck Taylor All Star Niño'],['5 (4)'],['Código: 35606537'],,,224.990,,Textil
Adidas,Tenis moda,Niño,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Spidey Adidas para Niño'],['5 (2)'],['Código: 72810132'],,,279.950,,
Converse,Tenis moda,Mujer,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Converse para Mujer Moda Chuck Taylor Allstar'],['(0)'],['Código: 72870916'],,,429.990,Lifestyle,
Call It Spring,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Call It Spring Hombre Moda Keller'],['5 (1)'],['Código: 71235842'],155.990,181.990,259.990,,
Diadora,Tenis moda,Niño,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),['Tenis moda Diadora Boy Bamtelo para Niño'],['4 (1)'],['Código: 883031195'],,,119.990,,
Adidas,Tenis moda,Niña,Normal,Tela,Tela,Caucho,Toda temporada,Indonesia,,['Tenis Adidas Vs Switch 3 CF para Niña'],['4.8 (507)'],['Código: 39704084'],188.990,215.990,269.950,,
ALDO,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,Toda temporada,China,,['Tenis moda ALDO Astila Mujer'],['(0)'],['Código: 32739969'],,,,,
Adidas,Tenis moda,Unisex niño,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Fortarun 2.0 K Unisex Infantil'],['(0)'],['Código: 72881974'],,,319.950,,
Hoka,Tenis,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Hoka para Hombre Running Clifton 9'],['(0)'],['Código: 72783138'],,,799.990,Running,
Reebok,Tenis moda,Hombre,Normal,Cuero,Textil,Goma,Toda temporada,China,Textil,['Tenis Reebok para Hombre Moda Court Peak'],['(0)'],['Código: 72816053'],,,339.900,,
Hoka,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Otoño-Invierno,Vietnam,Textil,['Tenis Hoka para Hombre Running Challenger atr 7'],['(0)'],['Código: 72863199'],,,799.990,Running,
Aldo,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Países Bajos,Poliéster,['Tenis Aldo para Mujer Moda Courtana'],['5 (1)'],['Código: 72853498'],311.990,,,Lifestyle,
Mountain Gear,Tenis moda,Niño,,Sintético,,Sintético,Toda temporada,China,,['Tenis Mountain Gear Sp Ulmo Niño'],['5 (4)'],['Código: 882817386'],77.990,90.990,129.990,,Sintético
Adidas,Tenis,Mujer,Normal,Tela,Textil,Sintético,Toda temporada,Indonesia,Textil,['Tenis Adidas para Mujer Running Lite Racer 3.0'],['4.8 (647)'],['Código: 72864207'],,,329.990,Running,
Nike,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,,['Tenis Nike Mujer Moda Air Max Excee Ewt Snkr'],['5 (4)'],['Código: 60841668'],,,724.990,Lifestyle,
Nike,Tenis moda,Niña,Normal,Sintético,Sintético,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Nike Star Runner 3 para Niño Velcro'],['4.5 (11)'],['Código: 30797409'],,,304.950,Lifestyle,
Under Armour,Tenis,Hombre,Normal,Tela,Textil,Sintético,Toda temporada,China,Textil,['Tenis Under Armour para Hombre Running Charged Breeze 2 | Zapatillas Under Armour Charged Breeze 2'],['4.8 (6)'],['Código: 72763432'],,,469.990,Running,
Skechers,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,,['Tenis Moda Skechers Gowalk Joy Mujer'],['(0)'],['Código: 31644484'],,,259.900,,Poliéster
Call It Spring,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,Poliéster,['Tenis Call It Spring Mujer Moda Refresh'],['5 (1)'],['Código: 70706291'],175.990,,,,Poliéster
Reebok,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok Hombre Moda Classic Leather'],['4.7 (1442)'],['Código: 72714081'],,,369.990,Lifestyle,
Converse,Tenis moda,Unisex,Grande,Tela,Textil,Caucho,Toda temporada,Vietnam,,['Tenis Converse Unisex Moda Chuck Taylor All Star'],['4.9 (160)'],['Código: 19772746'],,,299.990,,
Adidas,Guayos,Hombre,Normal,Sintético,,Sintético,Toda temporada,Camboya,Textil,"['Guayos Adidas Goletto VIII Para Terreno Firme - Suela Con Taches De Caucho. Zapatilla De Fútbol, Color Negro De Hombre Con Cordones']",['4.7 (304)'],['Código: 63085023'],,,249.990,Fútbol,Textil
ALDO,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,,['Tenis Moda Aldo Hombre Stroesco'],['5 (3)'],['Código: 64883043'],209.990,244.990,349.990,,
Adidas,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas para Hombre Moda Gazelle'],['4.9 (365)'],['Código: 72905246'],,,649.990,Lifestyle,
HOFF,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,China,Sintético,['Tenis Hoff Hombre Moda Rhodes'],['(0)'],['Código: 69950948'],,,499.990,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliuretano,Caucho,Toda temporada,Vietnam,Poliuretano,['Tenis Asics Hombre Running Dynablast 3'],['5 (1)'],['Código: 71278778'],,,499.990,Running,
Veja,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,['Tenis moda Veja V-12 Hombre'],['4.5 (2)'],['Código: 62677492'],799.990,899.990,999.990,,
Adidas,Tenis,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,,['Tenis Adidas para Hombre Moda Streetcheck'],['4.7 (224)'],['Código: 25619507'],,,379.950,Lifestyle,
Call It Spring,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,['Tenis Call It Spring para Mujer Moda Embery'],['5 (2)'],['Código: 71742367'],143.990,167.990,239.990,,
Puma,Tenis moda,Niño,Normal,Tela,Textil,Goma,Toda temporada,China,Textil,['Tenis Puma Graviton Ac para Niño'],['5 (2)'],['Código: 72722155'],,,289.900,,
Reebok,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,Vietnam,,['Tenis Reebok Hombre Moda Club C 85'],['5 (8)'],['Código: 4319215'],,,359.990,,Textil
ALDO,Tenis moda,Hombre,Normal,Sintético,,Goma,Toda temporada,China,,['Tenis Moda Aldo Hombre Blanco Wavespec'],['3.3 (3)'],['Código: 51936411'],351.990,,,,Poliéster
Reebok,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok Hombre Running Energen Run 3'],['4.8 (8)'],['Código: 63870039'],271.990,,,Running,
Nike,Tenis moda,Hombre,Normal,Cuero,Poliéster,Caucho,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Hombre Moda Dunk Low Retro| Zapatillas Nike para Hombre Dunk'],['4 (1)'],['Código: 72825854'],,,649.950,,
Asics,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Mujer Moda Gel-Nyc'],['(0)'],['Código: 72833637'],,,549.990,,
On Running,Tenis moda,Hombre,Normal,Tela,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Hombre Outdoor Cloudvista'],['(0)'],['Código: 72736551'],,,899.990,,
New Balance,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis New Balance para Mujer Moda 373'],['(0)'],['Código: 72894303'],,,329.990,Lifestyle,
Reebok,Tenis,Mujer,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok para Mujer Cross training Nano X3 Adventure'],['5 (2)'],['Código: 72771003'],,,579.990,Cross training,
Reebok,Tenis,Hombre,Normal,Tela,Textil,Goma,Toda temporada,China,Textil,['Tenis Reebok para Hombre Running Energen Tech'],['4 (8)'],['Código: 72770983'],,,269.990,Running,
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Mujer Moda Court Plataforma'],['4.8 (434)'],['Código: 72712690'],,,399.990,Lifestyle,
Veja,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,['Tenis moda Veja Minotaur Mujer'],['4.5 (2)'],['Código: 62677027'],847.990,953.990,1.059.990,,
Adidas,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,India,Textil,['Tenis Adidas Mujer Moda Stan Smith W'],['5 (2)'],['Código: 72712454'],,,599.950,,
Asics,Tenis,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,['Tenis Asics para Hombre Running Gel Pulse 14 Gr0'],['5 (2)'],['Código: 72742817'],356.990,,,Running,
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,China,,['Zapatillas de Ciclismo adidas para Hombre The Parley Road Sho. Zapatos para montar bicicleta'],['4.7 (47)'],['Código: 38211674'],,,,Ciclismo,
Nike,Tenis,Hombre,Normal,Tela,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Hombre Running Renew Run4'],['(0)'],['Código: 72875618'],,,484.990,Running,
Skechers,Tenis moda,Niña,Normal,Tela,,Goma,Toda temporada,China,Poliéster,['Tenis Skechers Mydreamers para Niña Velcro'],['5 (4)'],['Código: 72794515'],,,179.900,,Poliéster
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Archfit Infinitycool'],['4 (1)'],['Código: 72836636'],,,389.990,,
Skechers,Tenis moda,Mujer,Normal,Tela,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Flex Appeal 4.0 Brilliantvie'],['5 (9)'],['Código: 72739007'],,,279.990,,
Adidas,Guayos,Hombre,Normal,Tela,Textil,Sintético,Toda temporada,Indonesia,Textil,"['Guayos Adidas Predator Accuracy.4 Para Multiterreno - Suela Con Taches Tpu. Zapatilla De Fútbol, Color Blanco De Hombre Con Cordones']",['4.8 (14)'],['Código: 69678550'],,,339.950,Fútbol,
Adidas,Tenis deportivos,Mujer,,Tela,,Caucho,Toda temporada,Indonesia,,['Tenis Adidas para Mujer Running EQ21 Run'],['4.8 (1236)'],['Código: 23024137'],,,499.990,Running,Textil
Coniglio,Tenis moda,Niño,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,['Tenis moda Coniglio Sp Basic2 para Niño Velcro'],['5 (1)'],['Código: 883030132'],,,129.990,,
Adidas Originals,Tenis moda,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas Mujer Moda Ozelia W'],['4.8 (578)'],['Código: 68327157'],,,,,
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Myanmar,,['Tenis Adidas para Hombre Running Ultimashow'],['4.8 (455)'],['Código: 10843666'],,,299.950,Running,
Puma,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Puma para Hombre Trinity . Tenis de Moda Puma'],['5 (2)'],['Código: 72716234'],,,559.990,,
Converse,Tenis moda,Unisex,Normal,Tela,,Caucho,Toda temporada,Vietnam,,['Tenis Moda Converse Chuck 70 Unisex'],['5 (9)'],['Código: 28346419'],297.490,339.990,424.990,,Textil
Adidas Originals,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas Originals para Mujer Moda Gazelle'],['4.7 (31)'],['Código: 72888929'],,,599.990,Lifestyle,
Converse,Tenis moda,Hombre,Normal,Tela,,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Converse Ctas High Street | Tenis de moda Converse'],['5 (3)'],['Código: 72763224'],,,324.990,,Textil
Hoka,Tenis deportivos,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Hoka Hombre Running Bondi 8'],['5 (5)'],['Código: 67134453'],,,899.990,Running,
Under Armour,Tenis,Hombre,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Hombre Running Charged Bandit Trail 2 | Zapatillas Under Armour Charged Bandit Trail 2'],['4.9 (7)'],['Código: 72763363'],,,489.990,Running,
Puma,Tenis,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,Textil,['Tenis Puma para Hombre Lifestyle Up'],['5 (1)'],['Código: 72794434'],,,329.900,Lifestyle,Textil
Skechers,Tenis deportivos,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,,['Tenis Skechers Mujer Cross training Arch Fit Infinity'],['5 (4)'],['Código: 33660525'],,,389.990,Cross training,Poliéster
Under Armour,Tenis deportivos,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Running Phade RN 2-PPL'],['(0)'],['Código: 72890606'],,,269.990,Running,
New Balance,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis New Balance para Mujer Moda 420'],['5 (2)'],['Código: 72802425'],349.990,399.990,499.990,,
Jurassic World,Tenis deportivos,Niño,Normal,Sintético,,Goma,Toda temporada,China,Textil,['Tenis Jurassic World Lowtojr Ne para Niño'],['4 (2)'],['Código: 882892287'],,,,,Textil
Adidas,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas Hombre Cross training Dropset 2 Trainer'],['4.7 (179)'],['Código: 72712624'],,,,Cross training,
Basement,Tenis moda,Mujer,Normal,Gamuza,Poliéster,Caucho,Toda temporada,China,Poliéster,['Tenis Basement para Mujer Moda Agolitaor2'],['1 (2)'],['Código: 882994626'],,,239.990,Lifestyle,
Holley,Tenis moda,Unisex,Normal,Sintético,Sintético,Goma,Toda temporada,China,Sintético,['Tenis Colegial Holley Ecobibi2 Unisex'],['4.3 (3)'],['Código: 882995202'],59.990,,,,
Reebok,Tenis moda,Mujer,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Reebok para Mujer Club C Double Revenge'],['5 (3)'],['Código: 72726390'],272.890,311.890,389.900,Lifestyle,
